,0,1,2,3,4,5,6,7
0,Solid-phase,Linear range,Detection,Enrichment,Sample,Column,Pre-concentration,Reference
1,,gL-1,limit (gL-1),factor,volume(mL),reusability,modality,
2,Si-DIO,"5.020,000.0",1.00,28,52.8,50,On-line,This work
3,lonic liquid-modified silica,100-750,0.7,N.A.,150.0,10,Off-line,Ayata et al.2011
4,Si-DHPMa,0.1-0.3,0.53,N.A.,750.0,10,Off-line,Sabermahani et al.2013
5,Si-TUb,100.0-600.0,0.57,N.A.,300.0,60,Off-line,Mendil(2012)
6,Si-DHAQc,"1000.0-15,000.0",0.45,N.A.,1000.0,15,Off-line,Goswami and Singh (2002)
7,Si-GASGd,1000.0-5000.0,0.58,N.A.,2000.0,10,Off-line,Xie et al.2008)
8,Mesoporous silica,400.0-6010.0,0.46,N.A.,1000.0,3,Off-line,Perez-Quintanilla et al. (2009)
9,with MTTZe,,,,,,,
10,Silica with zirconium (IV),N.A.,6.10,30,400.0,5,Off-line,Matoso et al.2003)
11,phosphate,,,,,,,
