,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,Peak,Compound,Rt,Amax,Molecular,MS [M-H](m/z),MS [M-H](m/z),Mass,MS/MS,Number of cultivars,Number of cultivars,Number of cultivars,,,
1,no.,,(min),(nm),formula,,,error,(m/z,,,,,,
2,,,,,,,,(ppm),(m/z,,,,,,
3,,,,,,Exact,Accurate,,,Skins,Flesh,Endocarp,Seeds,Branches,Leaves
4,,,,,,mass,mass,,,,,,,,
5,Quercetin derivatives,Quercetin derivatives,,,,,,,,,,,,,
6,1,Q-3-O-,1.71,"258,",C33H4oO21,771.2062,771.1847,27.9,625.18/,1-7,1-7,nd,1-7,1,nd
7,,sophoroside-7-,,357,,,,,301.01,,,,,,
8,,O-rhamnoside,,"258,",,,,,,,,,,,
9,4,Q-3-0-(2-,3.57,"258,",C33H4oO21,771.2062,771.1845,28.2,609.14/,1-7,1-7,1-7,nd,nd,1-7
10,,rutinosyl),,353,C33H4oO21,,,,591.20/,,,,,,
11,,glucoside,,,,,,,301.01,,1-7,,,,
12,6,"Q-3-0-(2,6-",5.45,353,C33H4oO20,755.2113,755.1838,36.4,625.18/,17,1-7,1-7,1-7,nd,1-7
13,,dirhamnosyl),,353,,,,,609.13/,,1-7,,,,
14,,glucoside,,353,,,,,489.09/,,,,,,
15,,,,,,,,,301.01,,,,,,
16,7,Q-3-O-,6.51,"255,",C2>H3oO16,609.1534,609.1345,31.0,447.03/,1-7,1-7,1-7,nd,17,1-7
17,,glucoside-7-O-,,355,,,,,301.01,,,,,,
18,,rhamnoside,,"258,",C27H3oO16,,,30.4,301.01,17,17,,,,
19,9,Q-3-O-,8.29,"258,",C27H3oO16,609.1534,609.1349,30.4,301.01,17,17,16,nd,nd,"1-5,7"
20,,rutinoside,,355,,,,,,,,,,,
21,11,Q-3-O-,9.27,"254,",C21H2oO12,463.0877,463.0991,+24.6,301.01,17,1-7,1-7,1-7,nd,1-7
22,,glucoside,,355,,,,,,,,,,,nd
23,17,Q-3-O-,20.34,255/,C21H2oO11,447.1006,447.0341,148.7,301.01,17,1-7,nd,nd,nd,nd
24,,rhamnoside,,365,,,,,,,,,,,nd
25,Isorhamnetin derivatives,Isorhamnetin derivatives,,,,,,,,,,,,,
26,2,"1-3,7-0-",2.41,"255,",C2gH32O17,639.1639,639.1545,14.7,477.11/,17,1-7,17,1-7,1,1-7
27,,diglucoside,,"254,",C34H42O21,,,48.4,315.03,,1-7,1-7,1-7,,
28,3,I-3-0-,3.26,"254,",C34H42O21,785.2219,785.1839,48.4,623.10/,1-7,1-7,1-7,1-7,nd,1-7
29,,rutinoside-7-O-,,350,,,,,315.03,,,,,,
30,,glucoside,,,,,,,,,,,,,
31,5,1-3-0-,4.18,"255,",C34H42O21,785.2219,785.1842,48.0,639.15/,17,17,1-7,1-7,nd,nd
32,,sophoroside-7-,,354,,,,,315.03,,,,,,
33,,O-rhamnoside,,,,,,,,,17,,,,
34,8,"1-3-0-(2,6-",8.08,"254,",C34H41O20,769.2197,769.2037,20.8,623.10/,17,17,1-7,1-7,nd,1-7
35,,dirhamnosyl),,355,,,,,605.06/,,17,,,,
36,,glucoside,,,,,,,503.20/,,,,,,
37,,,,,,,,,315.03,,,,,,
38,10,1-3-0-,8.58,"355,",C2gH32O16,623.1690,623.1030,105.9,477.11/,17,1-7,1-7,1-7,nd,1-7
39,,glucoside-7-O-,,352,,,,,315.03,,,,,,
40,,rhamnoside,,,,,,,,,,,,,
41,12,I-3-0-(2-,9.89,"255,",C2gH32O16,623.1690,623.0997,-111.2,461.00/,17,17,nd,1-7,nd,nd
42,,rhamnosyl),,353,,,,,443.02/,,,,,,
43,,glucoside,,,,,,,315.03,,,,,,
44,14,1-3-0-(6-,12.61,"257,",C28H32O16,623.1690,623.1015,108.3,461.00/,17,17,nd,nd,nd,"1-5,7"
45,,rhamnosyl),,349,C28H32O16,,,,315.03,,,,,,
46,,glucoside,,,,,,,,,,,,,
47,15,I-3-0-,13.32,"255,",C28H32O16,623.1690,623.0996,-111.4,315.03,17,17,17,nd,nd,"1-3,"
48,,rutinoside,,354,,,,,,17,27,,,,5-7
49,16,I-3-O-glucoside,13.62,"256,",C22H22O12,477.1111,477.1078,7.4,315.03,1-7,27,nd,nd,17,nd
50,,,,352,,,,,,,,,1-7,,
51,19, Isorhamnetin,25.69,"255,",C16H12O7,315.0583,315.0341,79.8,301.01,1-7,1-7,1-7,1-7,nd,1-7
52,,,,368,,,,,,,,,,,
53,20,I derivative I,25.86,"256,",=,-,707.09,-,545.15/,17,1-7,"2,47",17,nd,1-7
54,,,,355,,,,,477.11/,,,,,,
55,,,,,,,,,315.03,,,,,,
56,21,I derivative II,26.04,"256,",,,707.09,-,545.15/,17,1-7,nd,1-7,nd,27
57,,,,356,,,,,477.11/,,,,,,
58,,,,,,,,,315.03,,,,,,
59,Kaempferol derivatives,Kaempferol derivatives,,,,,,,,,,,,,
60,13,K-3-O-,12.29,"266,",C2H3oO15,593.1585,593.0546,175.2,447.03/,16,17,37,nd,nd,"1-5,7"
61,,glucoside-7-O-,,349,,,,,285.00,,,,,,
62,,rhamnoside,,,,,,,,,,,,,
63,18,K-3-O-,23.79,"266,",C2>H3oO15,593.1585,593.0539,176.3,285.00,17,1-7,1-7,1-7,nd,1-7
64,,rutinoside,,350,C2>H3oO15,,,,,,1-7,,,,
