,0,1,2,3,4
0,,Natural phosphates (g POs/,Natural phosphates (g POs/,Natural phosphates:protein ratio,Natural phosphates:protein ratio
1,,kg),,mg POs/g),
2,,Range of,Confidence,Range of,Confidence
3,,values,intervals 95%,values,intervals 95%
4,Molluses,,,,
5,octopus,2.35.3,2.4-5.1,15.7-35.2,16.6-34.1
6,squid,4.9-7.4,4.8-6.9,30.1-34.6,28.8-36.8
7,cuttlefish,4.8-7.7,4.4-7.0,24.8-35.4,23.5-35.7
8,Crustaceans,,,,
9,Norway lobster,3.5-7.3,4.27.2,25.4-37.2,26.0-36.7
10,Fish,,,,
11,sea bass (wild),4.5-5.8,4.4-5.9,26.1-29.5,25.8-30.0
12,(farmed),4.97.2,4.86.6,24.636.6,23.5-33.8
13,gilthead sea,3.13.9,2.93.9,14.1-18.7,13.1-19.0
14,bream,,,,
15,(wild),,,,
16,(farmed),5.0-7.6,5.27.2,26.9-28.9,26.629.6
17,rainbow trout,5.1-5.5,5.1-5.6,27.429.0,26.929.7
18,(wild),,,,
19,(farmed),5.0-6.6,5.36.6,24.2-28.0,23.628.3
20,hake,3.35.2,3.95.7,30.6-35.4,29.336.5
21,sardine,6.0-7.1,5.97.2,22.834.2,21.333.4
22,Atlantic horse,4.46.7,4.56.3,29.1-30.3,29.0-31.0
23,mackerel,,,,
24,chub mackerel,6.1-6.9,6.06.9,20.3-23.8,19.0-24.0
25,turbot,3.64.8,3.3-4.8,26.1-29.5,25.8-30.0
