,0,1,2,3,4,5,6,7,8,9
0,Data,Ex,NC,,Calibration set,,NP,Prediction set,,
1,,,,GA,GRID,PSO,,GA,GRID,PSO
2,RT,330,40,0.94 (0.01),0.95 (0.01),0.92 (0.02),20,0.86 (0.03),0.87 (0.03),0.84 (0.04)
3,,340,40,0.95 (0.01),0.95 (0.01),0.95 (0.02),20,0.92 (0.02),0.93 (0.02),0.93 (0.02)
4,,350,40,0.97 (0.01),0.98 (0.01),0.96 (0.02),20,0.96 (0.01),0.95 (0.01),0.92 (0.01)
5,,360,40,0.97 (0.01),0.97 (0.01),0.97 (0.01),20,0.94 (0.02),0.95 (0.01),0.94 (0.01)
6,,380,40,0.96 (0.01),0.96 (0.01),0.96 (0.01),20,0.92 (0.02),0.91 (0.03),0.90 (0.03)
7,,390,40,0.94 (0.01),0.94 (0.01),0.93 (0.02),20,0.90 (0.03),0.88 (0.03),0.87 (0.04)
8,HT,330,40,0.96 (0.01),0.96 (0.01),0.96 (0.01),20,0.72 (0.08),0.73 (0.08),0.71 (0.08)
9,,340,40,0.97 (0.01),0.97 (0.01),0.97 (0.01),20,0.78 (0.07),0.83 (0.06),0.70 (0.08)
10,,350,40,0.97 (0.01),0.97 (0.01),0.97 (0.01),20,0.91 (0.02),0.90 (0.03),0.77 (0.06)
11,,360,40,0.97 (0.01),0.97 (0.01),0.97 (0.01),20,0.93 (0.02),0.89 (0.03),0.89 (0.03)
12,,380,40,0.97 (0.01),0.97 (0.01),0.97 (0.01),20,0.80 (0.05),0.88 (0.04),0.69 (0.01)
13,,390,40,0.97 (0.01),0.97 (0.01),0.98 (0.01),20,0.90 (0.02),0.90 (0.02),0.90 (0.02)
