,0,1,2,3,4,5,6,7,8
0,Fatty acid,Codex,Cultivar(pulp),,,,,,
1,,,Shengeh,,Beledy,Conservalia,Koroneiki,Mission,Amphisis
2,C12:0,0,0.2401  0.011b,,1.7420.151a,ND,ND,ND,ND
3,C14:0,0-0.05,ND,,4.211  0.243a,ND,ND,ND,ND
4,C16:0,7.5-20,19.550.210a,,18.510.670a,18.890.351a,16.14  0.070b,14.120.341c,12.390.403
5,C16:1,0.3-3.5,2.064  0.532a,,2.217  0.282a,1.6640.143a,1.081 0.071b,1.166  0.037b,0.615  0.033b
6,C18:0,0.5-5,2.641  0.143a,,1.655  0.240b,2.813  0.272a,2.416  0.122a,1.991 0.180b,2.261  0.052a
7,C18:1,55-83,55.540.950b,,59.961.406b,55.21  0.503b,73.93  0.256a,75.660.767a,75.46  0.632a
8,C18:2,3.5-21,19.500.734a,,11.67  1.543b,20.56  0.944a,6.420  0.173c,7.045  0.380c,8.667 0.240c
9,C18:3,ND,0.45530.061a,,ND,0.8310.186b,ND,ND,0.6120.035a
10,Other,,0.8122  0.073a,,0.056  0.0.173b,ND,ND,0.522  0.060a,0.324  0.044a
11,"P,ML",,19.790.226b,,24.49  0.346a,18.90 0.354b,16.140.071,14.12  0.342c,12.38  0.405c
12,SFA,,22.20 0.131b,,24.40 0.444a,21.71  0.432b,18.550.140c,16.11 0.505d,14.640.340d
13,MUFA,,57.60  0.574c,,62.17 1.451b,56.87  0.641c,75.01  0.294a,76.84  0.763a,76.070.605a
14,PUFA,,19.950.712a,,11.67 1.547b,21.400.773a,6.423  0.177d,7.0450.387c,9.2720.272
15,USFA/SFA,,3.492  0.040c,,3.026  0.382c,3.600 0.076c,4.386  0.012b,5.2040.168a,5.826  0.253a
16,Cox value,,2.663  0.027b,,1.8010.061c,2.854 0.091a,1.402  0.042d,1.482  0.197d,1.7710.160c
17,Acidity (%),,0.33630.254d,,0.3836  0.093c,0.26310.140,0.4272  0.626b,0.4852 0.303a,0.30720.212e
18,Peroxide (mequiv.O2/kg oil,,8.8610.637c,,9.1420.134c,8.9360.131c,10.05  0.403b,11.070.275a,11.340.261a
19,p-Anisidine,,3.061 0.334e,,4.486  0.123b,3.371  0.164d,4.561  0.227c,2.390  0.097f,6.3110.383a
20,TOTOX,,20.780.391f,,23.760.462d,21.230.76e,24.660.821b,24.530.172c,29.990.116a
21,Fatty acid,,Cultivar(kernel,,,,,,
22,,,Shengeh,Beledy,Beledy,Conservalia,Koroneiki,Mission,Amphisis
23,C12:0,,0.31010.011,ND,,1.920.21a,0.360.00c,ND,1.090.09b
24,C14:0,,0.20630.014a,ND,,0.10 0.09b,ND,0.2410.21a,0.2160.01a
25,C16:0,,17.590.372a,17.590.84a,17.590.84a,16.060.80a,11.980.58b,10.571.45b,9.4410.28c
26,C16:1,,1.394 0.060b,2.38 0.12a,2.38 0.12a,1.11 0.23b,1.100.01b,0.430.14,0.2320.00d
27,C18:0,,2.4630.192a,1.43  0.02b,1.43  0.02b,2.92  0.13a,1.95 0.18b,2.33  0.63a,2.282  0.04a
28,C18:1,,56.22  0.276f,61.95 0. 84d,61.95 0. 84d,59.60  1.55e,66.83  1.05c,74.38  0.56a,70.97  0.40b
29,C18:2,,21.800.192a,16.63  0.23b,16.63  0.23b,18.260.33b,17.740.61b,12.030.92c,15.740.13b
30,C18:3,,ND,ND,,ND,ND,ND,ND
31,Other,,ND,ND,,1.920  0.22a,ND,ND,0.471  0.02b
32,"P,M,L",,8.1220.375a,17.590.84a,17.590.84a,18.09  1.05a,12.350.5gb,10.821.66b,10.760.32b
33,SFA,,20.570.441a,19.020.85a,19.020.85a,21.000.93a,14.290.76b,13.141.03b,13.020.31b
34,PUFA,,21.800.000a,16.630.00a,16.630.00a,18.261.00a,17.74 0.00b,12.03  0.00b,15.740.00b
35,MUFA,,57.610.342c,64.34 0.82b,64.34 0.82b,60.711.43b,67.941.06b,74.810.57a,71.21  0.40b
36,USFA/SFA,,3.862  0.192b,3.3870.23b,3.3870.23b,2.892 0.33b,4.7530.61a,5.693 0.92a,5.462  0.13a
37,Cox value,,2.8010.163a,2.332  0.19b,2.332  0.19b,2.476  0.21b,2.49  0.26b,1.9860.33,2.336  0.17b
38,Acidity (%),,0.3755  0.348d,0.4060.51,0.4060.51,0.264  0.19e,0.414  0.49b,0.5220.17a,0.372  0.23d
39,Peroxide (mequiv.O/kg oil),,8.322  0.616d,9.7010.43c,9.7010.43c,8.093  0.50d,10.24  0.32b,11.760.15a,11.530.61a
40,p-Anisidine,,2.873  0.654f,5.3930.16a,5.3930.16a,4.112  0.29d,5.212  0.27b,3.075 0.09e,5.145 0.38c
41,TOTOX,,19.52  0.344d,24.79  0.27b,24.79  0.27b,20.29  0.18c,25.690.19b,26.59  0.52a,28.21  0.22a
