,0,1,2
0,Code,Subgroup,Name(Food codeb
1,0,Unsorted,"(Un-pro):BurdockE001400,Lotus rootE003400,Dasheen stalkE007400,Chinese water-chestnutE010400,Green"
2,,,"asparagus juice (E016502),Shallot (E020400,Onion (E023400),Scallion (E024400),LeekE025400),Pakchoi (E026400,"
3,,,"Basil (E027400),Chinese knotweed (E029400),Sweet potato leaves (E031400), Leaf mustard (E034400),Coriander (E036400),"
4,,,"Edible rape (E038400,Ching-chiang pakchio (E039400), Garland chrysanthemum (E042400),Shannon coriander (E043400),"
5,,,"Crown green(E045400,Fern bud(E053400,Solanum nigrum(E054400,Chayote stem shoot(E055400,Day-lily flower"
6,,,"(E060400),Vegetable sponge flowerE061400),Rape flower(E062400),Eggplant(E067400),Pumpkin(E069400),Bell"
7,,,"pepper(E070400),Chayote stem gourd(E071400),Yellow okra (E072400),Chili (E076400),Mountain potato(E086500)"
8,,,"Yam (E088600),White mugwort (E091600),Green water cress (E092600),Feather cockscomb E094600,Nodding burnweed"
9,,,"(E095600,Red stem pearl vegetableE096600,Fresh MastixiaE097600,Cedrus(E098600,Coral flowerE101600"
10,,,"HouttuyniaE105600,Guogou vegetable fern,E106600Garbo melonE107600,Dragon grassE111600,MintE112600"
11,,,"Chinese onion(E113600,NotoginsengE114600,AloeE115600;Pro:Chili sauceE076401,Pickled mustard leaves"
12,,,"(E078400),Pickled leaf mustard(E079400,Oriental pickled melon(E081400,Pickled mustard stem(E082400,Pickled cucumber"
13,,,in soy sauce(E083300)
14,1,Carrots,(Un-pro:Carrot(E002400Pro:Frozen carrotE002601
15,2,Radishes,(Un-pro):Radish(E004400);
16,,,(Pro):Pickled radishE004501.Dried radish(E004502
17,3,Bamboo shoots,(Un-pro):Bamboo shoot(E005400Betel-nut palm stem(E006400)Water-bamboo(E009400)Ma bamboo shoot(E012400);
18,,,(Pro)Dried bamboo shoots(E005503Frozen bamboo shoot(E005601Canned bamboo shoot(E005602)
19,4,Cabbages,"(Un-pro):Kohlrabi (E011400,Cabbage(E030400,Cabbage(E030401),Purple cabbage(E050400,Baby cabbage(E100600);Pro):"
20,,,"Frozen cabbage (E030602),Dried cabbage (E030603)"
21,5,Gingers,"(Un-pro):Young ginger (E014400),Ginger (E017400);"
22,,,(Pro):Pickled young ginger(E014501)
23,6,Asparagus,"(Un-pro):Green asparagus(E016400),Asparagus(E019400)"
24,,,(ProCanned green asparagus(E016601
25,7,Stem lettuce,"Un-pro)Stem lettuce(E018400,Snow pea stemE047400)"
26,,,(Pro):Pickled stem lettuce(E018501)
27,8,Chinese chives,"Chinese chives(E021400,Yellow Chinese chives(E022400,Chinese leek flowerbud(E059400"
28,9,Bean sprouts,"Soy bean sprouts(E013400,Mung bean sprouts(E015400"
