,0,1,2,3,4,5,6
0,Parameter,,Locations,,,,
1,,,Hind legs,Shoulders,Back,Belly,Head
2,,150,0.13  0.01abA,0.13  0.01A,0.12  0.01A,0.04  0.00aB,0.04  0.00B
3,,200,0.14  0.01aA,0.15  0.02A,0.13  0.00A,0.03  0.01bB,0.03  0.00B
4,C20:3n3,raw,0.11 0.00B,0.11  0.00aB,0.10  0.00bB,0.13  0.01AB,0.160.64A
5,,50,0.110.01,0.100.01b,0.13  0.06ab,0.14  0.00,0.140.03
6,,100,0.16  0.09,0.11  0.00a,0.11  0.00ab,0.13  0.01,0.13  0.00
7,,150,0.11  0.00BC,0.10  0.00bc,0.12 0.01abB,0.14  0.02A,0.120.00
8,,200,0.11  0.00B,0.11  0.00aB,0.20  0.08aa,0.12  0.01B,0.13  0.01B
9,C22:0,raw,0.03  0.00bc,0.05  0.00bB,0.03  0.00c,0.03  0.00c,0.09  0.11aA
10,,50,0.05  0.01abA,0.04  0.01bcAB,0.03  0.00B,0.04  0.00AB,0.03  0.00bcB
11,,100,0.14  0.06aB,0.24  0.00aA,0.01  0.00c,0.04  0.01c,0.03  0.00bcc
12,,150,0.02  0.01bB,0.03  0.00cAB,0.03  0.00AB,0.04  0.01A,0.02  0.00cB
13,,200,0.11  0.1abA,0.05  0.01bAB,0.03  0.00B,0.03  0.00AB,0.04  0.01bAB
14,C22:1n9,raw,0.03  0.00B,0.04  0.00B,0.03  0.00bB,0.11  0.00A,0.09  0.03cA
15,,50,0.03  0.00B,0.05  0.00B,0.12  0.14aA,0.11  0.01A,0.10  0.00bcA
16,,100,0.04  0.00c,0.09  0.00B,0.04  0.00bc,0.12  0.01A,0.12  0.00abA
17,,150,0.04  0.00B,0.04  0.00B,0.04  0.00bB,0.13  0.03A,0.13  0.01aA
18,,200,0.05  0.00B,0.05  0.00B,0.04  0.00bB,0.15  0.05A,0.11  0.00abcA
19,C22:6n3,raw,0.06  0.00bCD,0.08  0.01ac,0.05  0.00cD,0.27  0.02B,0.34  0.02bcA
20,,50,0.07  0.01bc,0.06  0.00bc,0.06  0.00bc,0.30  0.01B,0.33  0.01cA
21,,100,1.47  0.42aA,0.06  0.00bB,0.07  0.00aB,0.27  0.01B,0.37  0.00abB
22,,150,0.08  0.00bc,0.07  0.00abc,0.06  0.00bc,0.25  0.0gB,0.39  0.03aA
23,,200,0.09  0.00bc,0.06  0.01bD,0.05  0.01cD,0.30  0.03B,0.38  0.01aA
24,C23:0,raw,0.27  0.01A,0.29  0.01A,0.24  0.01bB,0.06  0.00b,0.18  0.02aC
25,,50,0.26  0.01A,0.26 0.03A,0.25  0.06abA,0.08  0.00B,0.04  0.00bB
26,,100,0.27  0.07A,0.28  0.03A,0.28  0.01abA,0.05  0.00B,0.04  0.00bB
27,,150,0.28  0.02A,0.28  0.02A,0.26  0.01abA,0.07  0.00B,0.04  0.00bB
28,,200,0.29  0.03A,0.32  0.05A,0.30  0.00aA,0.09  0.00B,0.05  0.00bB
29,C24:1,raw,0.15  0.00bA,0.15  0.00bcA,0.13  0.01bB,0.150.00A,0.130.01bB
30,,50,0.15  0.01b,0.14 0.00c,0.13  0.02b,0.150.01,0.13  0.01b
31,,100,0.14  0.03b,0.15  0.01bc,0.16 0.00a,0.140.02,0.13  0.00b
32,,150,0.24  0.04aA,0.16  0.00abB,0.14  0.01abB,0.15  0.00B,0.13  0.01bB
33,,200,0.16  0.01b,0.170.02a,0.15  0.01ab,0.140.03,0.170.00a
34,SFA,raw,34.94  2.68,35.47  2.14a,37.25  1.78,35.13  1.39,36.96  1.74a
35,,50,34.59  1.36,34.36  0.87ab,36.59  1.13,34.76  3.08,35.91  1.07ab
36,,100,33.47  1.94,33.73  0.72ab,35.66  2.40,34.06  1.35,34.34  0.76bc
37,,150,33.40  2.78,32.55  2.04ab,34.37  1.03,33.03  0.53,33.85  0.53c
38,,200,32.92  1.95AB,31.14  2.23bB,34.24  0.57A,32.80  1.53AB,33.22  0.42cAB
39,UFA,raw,64.85 2.68,64.26  2.15b,62.49  1.78b,64.59  1.39,61.67  0.76c
40,,50,65.21  1.37,65.40  0.87ab,63.12  1.13ab,65.02  3.08,63.91  1.07b
41,,100,66.30  1.94,66.01  0.72ab,64.04  2.40ab,65.66  1.35,65.47  0.76a
42,,150,66.42  2.78,67.23  2.04ab,65.38  1.03ab,66.69  0.53,65.99  0.53a
43,,200,66.81  1.95aAB,68.65  2.23aA,65.51  0.57aB,66.94  1.53AB,66.62  0.42aAB
44,MUFA,raw,43.722.01,42.48  2.04c,43.51  1.38,44.101.64,44.20  0.34d
45,,50,44.13  1.01,43.97  0.83bc,42.65  2.29,43.64  3.02,45.86  1.07bc
46,,100,43.76  3.09B,44.26  0.56abcAB,43.15  1.76B,44.62  0.70AB,47.01  0.54abA
47,,150,44.82  1.99AB,46.94  1.89aA,44.10  0.80B,43.95  0.38B,45.52  0.51cAB
48,,200,45.67  1.53AB,45.57 1.15abAB,44.34  0.47B,44.86  1.14B,47.39  0.54aA
49,PUFA,raw,21.13  0.67AB,21.77  0.12bA,18.98  0.44bc,20.49  0.33cB,18.47  0.43cc
50,,50,21.08  0.41AB,21.44  0.34bA,20.46  0.95aB,21.38  0.15bcAB,18.06  0.02cc
51,,100,22.53  1.73A,21.75  0.22bA,20.89  0.69aA,21.04  0.91cA,18.46  0.35cB
52,,150,21.60  0.79B,20.29  0.39cc,21.28  0.25aB,22.74  0.16aA,20.48  0.02ac
53,,200,21.14  0.90B,23.08  1.10aA,21.17  0.22aB,22.08  0.40abAB,19.23  0.42bc
54,UFA/SFA,raw,1.86  0.22,1.81  0.17b,1.68  0.13b,1.840.11,1.67  0.13c
55,,50,1.89 0.11,1.90  0.07ab,1.73  0.02ab,1.87  0.25,1.78  0.08bc
56,,100,1.980.18,1.96  0.06ab,1.80  0.19ab,1.930.12,1.91  0.06ab
57,,150,1.99  0.25,2.07  0.19ab,1.90  0.08a,2.020.05,1.95 0.05a
58,,200,2.03  0.18,2.20  0.23a,1.910.05a,2.04  0.14,2.01  0.04a
