,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Food,Water,Median,tron,Median,Zinc,Median,Copper,Median,Manganese,Median,Selenium,lodine
1,,,Median,Mean+sd(n),Median,Meantsd(n),Median,Meansd(n),Median,Meanesd(n),Median,Meantsd(n),Meanesd(n)
2,Beverages,,,,,,,,,,,,
3,Tap water,100.0,0.00,0.01+0.0228,0.000.010.02(28,0.000.010.02(28,0.0020.0050.00728,0.0020.0050.00728,,0.000 0.0000.001(280.0000.0000.C00280.0CO0.0010.00528,,0.000 0.0000.001(280.0000.0000.C00280.0CO0.0010.00528,0.000 0.0000.001(280.0000.0000.C00280.0CO0.0010.00528
4,frozen.,,,,,,,,,,,,
5,"Orange drink,",88.1,0.02,0.060.0528,0.010.01+0.0128,0.010.01+0.0128,0.002,0.003+0.00328,,0.0020.0030.003280.0000.0000.000280.0000.0020.00228),,0.0020.0030.003280.0000.0000.000280.0000.0020.00228),0.0020.0030.003280.0000.0000.000280.0000.0020.00228)
6,canned,87.6,0.11,0.110.0628,0.01,0.010.0228,0.002,0.0030.00328,0.003,0.0060.01028,0.0000.0000.00028,0.0000.0000.00028,0.0000.002.00228
7,from powder,93.0,0.01,0.02D.0328,0.00,0.00+0.00(28,0.000 0.0010.002(28),0.000 0.0010.002(28),0.000,0.000+0.001280.0000.0000.00028,0.000+0.001280.0000.0000.00028,0.000+0.001280.0000.0000.00028,0.0000.0010.00328
8,Lime goda,90.2,n.00,0.010.0228,0.00,0.010.0128,0.000,0.0010.00228,0.000,0.000,,0.0010.001280.0000.0000.000260.0000.0010.0228,0.0010.001280.0000.0000.000260.0000.0010.0228
9,,88.6,0.00,0.010.03(28,0.00,0.000.0128,0.000,0.0010.00228,0.000,0.0000.001280.0000.0000.00028,0.0000.001280.0000.0000.00028,0.0000.001280.0000.0000.00028,0.0000.0010.00228
10,cola,99.7,0.01,0.030.10(28,0.01,0.010.01(28,0.000,D.DOD0.00128,,0.000 .0010.002280.0000.0000.000280.0000.0010.00228,,0.000 .0010.002280.0000.0000.000280.0000.0010.00228,0.000 .0010.002280.0000.0000.000280.0000.0010.00228
11,instant,98.0,0.07,0.090.0628,0.00,0.00+0.01(28,0.000,0.0010.00128,0.028,0.039+0.026280.0000.0000.000280.0000.0010.00128,0.039+0.026280.0000.0000.000280.0000.0010.00128,0.039+0.026280.0000.0000.000280.0000.0010.00128,0.039+0.026280.0000.0000.000280.0000.0010.00128
12,"coffec,from",,,,,,0.000,,0.032,,,,
13,instant,98.2,0.07,0.080.04(28,0.00,0.00+0.01(28,0.000,0.0010.00128,0.032,0.0350.018280.0000.0000.000(28) 0.0000.0000.001(28),,0.0350.018280.0000.0000.000(28) 0.0000.0000.001(28),0.0350.018280.0000.0000.000(28) 0.0000.0000.001(28)
14,tea bag,98.2,0.01,0.010.01(28,0.01,0.0+0.0128,0.006 0.0060.004(28),0.006 0.0060.004(28),.254,0.2600.130280.0000.000+0.000280.0000.0030.01128,0.2600.130280.0000.000+0.000280.0000.0030.01128,0.2600.130280.0000.000+0.000280.0000.0030.01128,0.2600.130280.0000.000+0.000280.0000.0030.01128
15,Table wine,96.3,0.00,0.00+0.0128,0.00,0.000.0128,0.005,0.0040.00328,,0.0100.0100.004280.0000.0000.000280.0000.0010.00228,0.0100.0100.004280.0000.0000.000280.0000.0010.00228,0.0100.0100.004280.0000.0000.000280.0000.0010.00228,0.0100.0100.004280.0000.0000.000280.0000.0010.00228
16,Table wine,98.9,0.33,0.350.1028,0.06,0.070.02(28,0.009 0.0100.00928,0.009 0.0100.00928,0.114,0.1320.071280.0000.000+0.000280.0000.0010.00228,,0.1320.071280.0000.000+0.000280.0000.0010.00228,0.1320.071280.0000.000+0.000280.0000.0010.00228
