,0,1,2,3,4,5,6,7,8,9,10
0,,Pulp g/100 g,,,,,,,,,
1,Variety,Fe,Zn,Mn,Cu,Al,Ni,Cr,Se,Cd,Pb
2,Mayon#1,66.7  0.4a,15.9  0.6b,3.6  0.od,4.9  0.2c,40.9  0.2a,1.29  0.30bc,5.19  0.37a,ND,ND,ND
3,Orbase,25.5  0.1bc,21.4  0.4a,2.2  0.0e,12.8  0.2a,21.9  1.3bc,1.80  0.21ab,0.48  0.01c,ND,ND,ND
4,Magayon,21.5  0.0c,11.9  0.1c,8.4  0.1a,7.9  0.3b,28.9  3.2bc,2.13  0.13a,0.64  0.05c,ND,ND,ND
5,Magnaye,23.4  0.obc,16.8  0.8b,2.2  0.1e,12.9  0.1a,29.6  3.7b,1.47  0.39b,0.57  0.07c,ND,ND,ND
6,Lanuza,25.9  0.2b,15.5  1.0b,4.9  0.5c,7.7  0.1b,29.8  5.1b,0.77  0.12c,0.78  0.02c,ND,ND,ND
7,Laysa,25.9  0.0b,16.1  2.0b,1.8  0.1e,3.9  0.1d,20.8  0.2c,0.77  0.20c,1.52  0.13b,ND,ND,ND
8,M.Orolfo,25.2  0.1bc,15.0  0.8b,5.9  0.1b,7.4  0.4b,43.9  1.3a,1.33  0.10bc,0.63  0.06c,ND,ND,ND
9,,**,**,**,**,**,**,**,,,
10,Kernel g/100g,,,,,,,,,,
11,Mayon#1,41.0  0.2ab,35.3  2.0ab,39.9  2.0ab,15.0  0.3d,8.7  1.8c,1.67 0.20abc,0.13 0.01bc,ND,ND,ND
12,Orbase,34.1  0.1cd,36.0  2.0a,35.2  0.5cd,21.5  0.1a,15.9  0.7b,1.14  0.03c,0.25  0.04a,ND,ND,ND
13,Magayon,32.7  0.1d,31.6  2.0bc,41.2  1.0a,14.4  0.2d,25.9  2.4a,1.430.40bc,0.16  0.02abc,ND,ND,ND
14,Magnaye,29.8  0.od,26.2  0.7e,26.4  0.5e,20.6  0.5b,8.2  0.5c,1.28  0.23c,0.19  0.06abc,ND,ND,ND
15,Lanuza,37.8  0.3bc,27.0  2.0de,33.2  1.od,10.3  0.1e,11.1 0.3bc,1.43 0.14bc,0.23  0.06ab,ND,ND,ND
16,Laysa,42.5  0.1a,36.2  2.0a,27.9  0.1e,9.4  0.1f,28.3  4.0a,2.11  0.28ab,0.11  0.00c,ND,ND,ND
17,M.Orolfo,38.9  0.1ab,30.8  0.4cd,37.4  0.gbc,16.2  0.1c,8.27  1.10c,2.15  0.28a,0.130.02bc,ND,ND,ND
18,P,**,*,**,**,**,,**,,,
19,n,3,3,3,3,3,3,3,3,3,3
