,0,1,2,3,4,5,6,7,8,9
0,Mineral,Groupa,No.of,Regression line,Regression line,,P for,,,
1,,,cases,parameterb,parameterb,,,,,
2,,,,a,B,r,r,ac,e,rc
3,Ca,A+B,41,124,0.71,0.66,<0.01,,,
4,,A,24,148,0.73,0.63,<0.01,ns,ns,ns
5,,B,17,186,0.54,0.68,<0.01,,,
6,Cu,A+B,41,0.99,0.25,0.47,<0.01,,,
7,,A,24,0.97,0.24,0.38,ns,ns,ns,ns
8,,B,17,1.05,0.25,0.51,<0.05,,,
9,Fe,A+B,41,7.3,0.23,0.39,<0.05,,,
10,,A,24,6.5,0.33,0.33,ns,ns,ns,ns
11,,B,17,7.7,0.20,0.41,ns,,,
12,K,A+B,41,954,0.71,0.84,<0.01,,,
13,,A,24,947,0.74,0.90,<0.01,ns,ns,ns
14,,B,17,903,0.68,0.76,<0.01,,,
15,Mg,A+B,41,71.3,0.93,0.75,<0.01,,,
16,,A,24,97.9,0.84,0.73,<0.01,ns,ns,ns
17,,B,17,30.5,1.08,0.79,<0.01,,,
18,Mn,A+B,41,2.00,0.69,0.60,<0.01,,,
19,,A,24,2.34,0.63,0.59,<0.01,ns,ns,ns
20,,B,17,1.43,0.81,0.58,<0.01,,,
21,Na,A+B,41,1855,0.45,0.64,<0.01,,,
22,,A,24,1854,0.43,0.64,<0.01,ns,ns,ns
23,,B,17,1939,0.44,0.62,<0.01,,,
24,P,A+B,41,234,0.76,0.85,<0.01,,,
25,,A,24,228,0.79,0.84,<0.01,ns,ns,ns
26,,B,17,229,0.73,0.89,<0.01,,,
27,Zn,A+B,41,4.1,0.48,0.68,<0.01,,,
28,,A,24,4.9,0.38,0.61,<0.01,ns,ns,ns
29,,B,17,3.00,0.63,0.78,<0.01,,,
