,0,1,2,3,4,5,6,7,8,9,10,11,12
0,FAA,-18,,,,4,,,,25,,,
1,,1 month,3 months,6 months,10 months,1 month,3 months,6 months,10 months,1 month,3 months,6 months,10 months
2,Hypro,0.040.01,0.03 0.02,0.010.00,0.030.01,0.02  0.01,0.03 0.01,0.020.00,0.020.02,0.030.01,0.010.01,0.03  0.02,0.020.01
3,His,0.110.06,0.120.03,0.140.08,0.100.02,0.140.06,0.16 0.09,0.090.06,0.130.09,0.13  0.04,0.16  0.07,0.14 0.10,0.10  0.06
4,Asn,0.02  0.02,0.03 0.01,0.010.00,0.03  0.01,0.02  0.00,0.03  0.02,0.01 0.01,0.03  0.01,0.02  0.01,0.03  0.00,0.03  0.02,0.010.00
5,Tau,0.25  0.11,0.27  0.06,0.25  0.03,0.28  0.14,0.28  0.16,0.24  0.10,0.26  0.03,0.27  0.09,0.25  0.07,0.23  0.03,0.20  0.07,0.15  0.12
6,Ser,0.05 0.03,0.07  0.01,0.05 0.02,0.07  0.01,0.03  0.02,0.06  0.04,0.07  0.02,0.06  0.04,0.05  0.04,0.03  0.04,0.06  0.04,0.04  0.02
7,Gln,1.32 0.31,1.36  0.26,1.28  0.16,1.20  0.24,1.23  0.24,1.170.16,1.100.14,1.02  0.21,1.08  0.39,0.64  0.21,0.06  0.04,0.02  0.02
8,Arg,0.06  0.03,0.04 0.02,0.070.03,0.05  0.03,0.05  0.01,0.08 0.04,0.060.01,0.06 0.04,0.07  0.03,0.06  0.04,0.090.01,0.08  0.03
9,Gly,0.08  0.03,0.060.04,0.050.04,0.09  0.01,0.06  0.04,0.07  0.03,0.090.04,0.050.04,0.09  0.07,0.06  0.04,0.100.06,0.070.03
10,Asp,0.120.04,0.100.05,0.130.03,0.14  0.04,0.14  0.06,0.12 0.03,0.100.02,0.14 0.06,0.160.04,0.130.08,0.190.10,0.170.07
11,Glu,0.45  0.13,0.44  0.09,0.510.24,0.48  0.07,0.39  0.11,0.42  0.16,0.46 0.09,0.45  0.17,0.42  0.11,0.38  0.19,0.51  0.16,0.580.17
12,Thr,0.02  0.01,0.02  0.02,0.03  0.01,0.02  0.01,0.02  0.00,0.03  0.03,0.03  0.01,0.01  0.01,0.02  0.01,0.03  0.03,0.03  0.01,0.02  0.00
13,Ala,0.060.03,0.050.04,0.050.02,0.05  0.03,0.05  0.04,0.06  0.01,0.07  0.04,0.07  0.03,0.08  0.04,0.11 0.04,0.07  0.03,0.08  0.05
14,GABA,0.15  0.03,0.13  0.06,0.14  0.02,0.11  0.07,0.17  0.06,0.13  0.06,0.110.07,0.13  0.03,0.14  0.05,0.09  0.04,0.08  0.03,0.09  0.05
15,Pro,5.11  0.45,5.17  0.62,5.07  0.54,5.03  0.96,5.19  0.43,5.29  1.03,5.13 0.81,5.08  0.61,6.06 1.13,8.80  0.95,4.84  0.67,4.17  0.56
16,Hylys,0.13  0.06,0.11 0.05,0.09  0.07,0.09  0.06,0.10  0.05,0.10  0.07,0.05  0.00,ND,ND,ND,ND,ND
17,AABA,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,0.05  0.04
18,Orn,0.03 0.02,0.05  0.02,0.040.01,0.04  0.03,0.050.02,0.04  0.02,0.050.01,0.030.02,0.05  0.01,0.06  0.01,0.05  0.03,0.05  0.04
19,Cys,0.04  0.02,0.020.01,0.050.03,0.040.01,0.040.03,0.050.01,0.040.02,0.04  0.02,0.05  0.01,0.07  0.02,0.040.03,0.04  0.02
20,Lys,0.81  0.19,0.860.24,0.830.30,0.80  0.17,0.850.19,0.93  0.21,0.840.31,0.810.24,1.05  0.31,1.49  0.54,0.93 0.24,0.82  0.31
21,Tyr,0.02  0.02,0.02  0.01,0.02 0.02,0.020.00,0.02  0.02,0.03  0.01,0.02  0.02,0.02  0.01,0.02  0.00,0.05  0.01,0.02  0.01,0.01  0.00
22,Met,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
23,Val,0.06  0.04,0.07  0.03,0.06  0.01,0.08  0.04,0.05  0.03,0.07  0.04,0.07  0.02,0.06  0.04,0.07  0.05,0.10  0.06,0.08  0.03,0.06  0.02
24,Ile,0.05  0.02,0.04  0.03,0.050.04,0.05  0.01,0.07  0.02,0.09  0.04,0.050.01,0.07  0.05,0.08  0.01,0.07  0.03,0.08  0.05,0.09  0.01
25,Leu,0.05  0.03,0.05  0.01,0.06  0.03,0.05  0.04,0.05  0.02,0.06  0.03,0.05  0.02,0.07  0.02,0.06  0.04,0.09  0.03,0.07  0.02,0.06  0.03
26,Phe,0.05  0.03,0.06  0.04,0.06  0.02,0.06  0.05,0.05  0.01,0.06  0.04,0.04  0.02,0.04  0.02,0.07  0.04,0.06  0.03,0.06  0.04,0.05  0.02
27,Trp,0.010.01,ND,0.010.00,ND,0.010.01,ND,ND,ND,ND,ND,ND,ND
28,Total,9.090.79,9.17  0.97,9.060.65,8.91  0.76,9.08 1.01,9.32  0.78,8.81  0.94,8.72  0.64,10.05  1.21,12.76  1.09,7.76  0.98,6.78  0.96
