,0,1,2
0,Title,Description,URL
1,overnment food composition data,,
2,Child Nutrition Database; USDA,Database for USDA approved software,http://healthymeals.nal.usda.gov(select Nutrier
3,,programs in schools using Nutrient Standard,Standard Menu Planning
4,,Menu Planning,
5,ood and Nutrient Database for Dietary Studies,Nutrient profiles for foods commonly eaten in the,http://www.ars.usda.gov/ba/bhnrc/fsrg
6,FNDDS and Search Tool;USDA,"US;used in What We Eat in America,NHANES",
7,Jational Nutrient Database for Standard,Foundation for most US databases;used in food,www.ars.usda.gov/nutrientdata
8,eference(SR);USDA,"policy, research and nutrition monitoring",
9,Jutrient Data LaboratoryUSDA,Special interest databases,"http://www.ars.usda.gov/Services,"
10,,,docs.htm?docid=5121
11,,Common terms,http://www.ars.usda.gov/Services
12,,,docs.htm?docid=10154
13,,Frequently asked questions,"http://www.ars.usda.gov/Main,"
14,,,docs.htm?docid=6233
15,,US and international food composition links,http://www.ars.usda.gov/Aboutus/
16,,,docs.htm?docid=6300
17,,Journal articles,http://www.ars.usda.gov/Aboutus/
18,,,docs.htm?docid=6253
19,ournals,,
20,ournal of Food Composition and Analysis,Peer-reviewed journal for the composition of,http://www.sciencedirect.com/science/journal
21,,human foods,08891575
22,ournal of the American Dietetic Association,Peer-reviewed journal;includes food composition,http://www.adajournal.org
23,,information,
24,mail or web publications,,
25,Daily News,Email update on food and nutrition topics for,http://www.eatright.org/cps/rde/xchg/ada/hs.xsl
26,,American Dietetic Association members,home_547_ENU_HTML.htm?dologin=l
27,ood and Nutrition Research Briefs,Quarterly publication highlighting USDA food,http://www.ars.usda.gov/is/np/fnrb
28,,and nutrition research,
29,nternational Nutrient Databank Directory,Comparison of of selected food composition,http://www.healthcare.uiowa.edu/gcrc/nnd
30,,databases,
31,Conferences,,
32,Jational Nutrient Databank Conference,Annual meeting on food composition issues,http://www.nal.usda.gov/fnic/foodcomp/conf
33,ompilations and reviewsb,,
34,Iardware and nutrition software for PDAs,Compiled by pdaRD.com,http://www.pdard.com
35,omputer software:resources and references,Compiled by American Dietetic Association,http://www.eatright.org/cps/rde/xchg/ada/hs.xsl
36,,,nutrition 5378 ENU HTML.htm
37,Jutrition Software Reviews 2007,Ratings of commercial nutrition software,http://nutrition-software-
38,,,review.toptenreviews.com
39,inks to diet software web sites,"Compiled by Cybersoft,inc.,Phoenix,AZ",http://www.dietsoftware.org/links.shtml
