,0,1,2
0,Families/genus,Citrus honey (n=11a,Eucalyptus honey (n=11
1,Amaranthaceae/Alternanthera sp,IM (6),IM(3)
2,Amaranthaceae/Amaranthus sp,IM(2),
3,Anacardiaceae,IM (1),
4,Onagraceae/Ludwigia sp.,IM (1),
5,Araliaceae/Didymopanax sp.,,IM1
6,Asteraceae/Solidago sp.,,IM (3)
7,Asteraceae/Ambrosia sp.,IM (4),IM (1)
8,Asteraceae/Baccharis sp,M 2IM (4,"M (1), IM (7)"
9,Asteraceae/Bidens sp.,"M (3),IM (2)","M2,IM"
10,Asteraceae/Eupatorium sp.,"M (2),IM (1)","M (1), IM (3)"
11,Asteraceae/Mikania sp.,"S2),IM (1)",M(3)
12,Asteraceae/Vernonia sp.,"M (1), IM (6)","M (1,IM 5"
13,Asteraceae/Xanthium sp.,"M (1), IM (2)",IM (2)
14,Bignoniaceae,IM (2),
15,Brassicaceae/Brassica sp.,IM 2,IM (1)
16,Caesalpinaceae/Schizolobium sp.,,IM(1)
17,Caesalpinaceae/Caesalpinia sp,IM (1),
18,Chenopodiaceae/Chenopodium sp.,IM (2),IM (2)
19,Convolvulaceae/Ipomoea sp.,IM (1),
20,Cucurbitaceae/Cayaponia sp.,IM (1),
21,Dilleniaceae,IM (1),
22,Ericaceae,,IM (2)
23,Euphorbiaceae/Croton sp.,IM (1),IM (2)
24,Euphorbiaceae,IM (5),
25,Poaceae,"M1,IM7)","M (6),IM (1)"
26,Guttiferae/Symphonia sp,IM (1),
27,Lamiaceae/Hyptis sp.,IM (1),"M (1), IM (4)"
28,Loranthaceae,IM (1),
29,Malpighiaceae,,IM (1)
30,Malvaceae/Malvastrum sp,IM (2),
31,Malvaceae/Sida sp.,"M (2),IM (4)",IM (1)
32,Melastomataceae/Miconia sp,IM (2),
33,Mimosaceae/Acacia sp.,"S3),M7IM1",IM (4)
34,Mimosaceae/Mimosa sp.,"M (1), IM (4)","M (1), IM (2)"
35,Moraceae/Cecropia sp,"M (7),IM (3)",IM (6)
36,Myrtaceae/Eucalyptus sp.,"S (3),M (4), IM (1)",P(11)
37,Myrtaceae/Eugenia sp.,"M (1), IM (4)",IM (1)
38,Palmae,IM (6),IM (5)
39,Polygonaceae/Polygonum sp.,IM (1),
40,Portulacaceae/Portulaca sp.,"M (2,IM 1)",IM (1)
41,Proteaceae,IM (2),
42,Rubiaceae,IM (1),
43,Rutaceae/Citrus sp,P(11),"S2,M2,IM7"
44,Sapindaceae/Paulinia sp.,,IM (3)
45,Sapindaceae/Serjania sp.,"M (5),IM (4)","M (1),IM (3)"
46,Solanaceae/Solanum sp.,IM (2),IM (1)
47,Ulmaceae/Trema sp.,IM (3),
