,0,1,2
0,Cultivars,Origin of cultivation,End use
1,Adheffou,Matmata (South Tunisia,Oil and Table olives
2,Barouni,Nabeul(EastTunisia),Oil and Table olives
3,Boudaoud,Matmata (South Tunisia),Oil
4,Chemlali Chouamekh,Medenine (South-East Tunisia,Oil
5,Chemlali Sfax,Sfax (South Tunisia),Oil
6,Chetoui,Siliana North-West Tunisia,Oil
7,Fougi Gtar,Gafsa (South-East Tunisia),Oil and Table olives
8,Zarrazi Gtar,Gafsa (South-East Tunisia),Oil and Table olives
9,Zarrazi Zarzis,Zarzis (South-East Tunisia),Oil and Table olives
