,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Food group,Product group,Samples(n),Fe,,,,,Te,,,,
1,,,,Mean,Mina,Maxb,P95c,>LOQ (%),Mean,Mina,Maxb,P95c,>LOQ (%)
2,Cereals and cereal products,Pastries,18,15.5,3.30,23.5,35.2,100,0.002,0.001,0.003,0.003,17
3,,Bread and rusk,14,13.8,8.90,23.5,21.0,100,0.001,0.001,0.002,0.002,21
4,,Breakfast cereals,6,15.5,6.48,25.8,24.5,100,0.002,0.001,0.003,0.003,50
5,,Pasta,4,7.60,6.48,10.6,10.03,100,0.002,0.001,0.002,0.002,0
6,,Rice and semolina,5,5.69,0.312,10.2,9.60,100,0.001,0.001,0.002,0.002,0
7,,Viennese bread and buns,6,15.7,7.69,34.8,31.3,100,0.002,0.001,0.002,0.002,0
8,,Biscuits,77,11.7,6.69,56.5,28.7,100,0.002,0.001,0.006,0.004,33
9,,Total,77,13.0,0.312,56.5,28.7,100,0.002,0.001,0.006,0.003,22
10,Cooked dishes and snacks,Cooked dishes,68,8.89,1.53,26.5,13.6,100,0.002,0.001,0.010,0.005,18
11,,Sandwiches,30,10.5,1.78,18.2,16.5,100,0.001,0.001,0.004,0.002,3
12,,"Pizzas, quiches and salted cakes",28,7.51,6.19,10.1,37.4,100,0.002,0.001,0.004,0.003,14
13,,"Pizzas, quiches and salted cakes",4,7.51,6.19,10.1,9.68,100,0.001,0.001,0.001,0.001,13
14,,Total,130,9.37,0.086,48.0,18.8,97,0.001,0.001,0.002,0.002,13
15,Dairy products,Milk,38,0.399,0.086,1.00,1.10,97,0.001,0.001,0.002,0.002,16
16,,Ultra fresh dairy products,91,0.592,0.136,3.14,1.10,100,0.001,0.001,0.003,0.002,10
17,,Cheese,16,1.15,0.311,2.11,1.71,100,0.006,0.001,0.032,0.016,50
18,Drinks,Total,145,1.08,0.043,3.14,1.38,99,0.001,0.001,0.032,0.002,16
19,Drinks,Alcoholic drinks,10,1.08,0.043,2.36,1.66,90,0.001,0.001,0.003,0.002,10
20,,Coffee,30,0.654,0.043,12.4,1.66,87,0.001,0.001,0.002,0.002,3
21,,Hot drinks,31,4.59,0.043,12.4,11.4,71,0.001,0.001,0.005,0.003,10
22,,Water,46,0.081,0.043,0.603,0.275,13,0.001,0.001,0.002,0.002,4
23,,Soft drinks,143,1.44,0.043,12.4,4.44,81,0.001,0.001,0.002,0.002,6
24,Eggs and egg products,Eggs and egg products,143,18.2,3.17,28.0,24.1,100,0.001,0.001,0.005,0.003,10
25,Eggs and egg products,Eggs and egg products,30,18.2,20.4,37.6,36.7,100,0.001,0.001,0.006,0.003,10
26,Tofu,Tofu,2,29.0,20.4,37.6,36.7,100,0.002,0.001,0.003,0.003,50
27,Fat and oil,Butter,6,0.844,0.228,1.78,1.61,100,0.024,0.001,0.135,0.102,33
28,, Margarine,4,0.181,0.197,2.95,2.54,100,0.002,0.001,0.002,0.002,0
29,,Oil,10,0.522,0.043,0.442,0.427,60,0.002,0.001,0.003,0.003,40
30,,Total,20,4.72,0.043,27.7,10.6,100,0.008,0.001,0.135,0.009,30
31,Fish and fish products,Fish,46,27.4,0.648,74.6,66.8,100,0.001,0.001,0.005,0.002,15
32,,Shellfish,37,27.4,3.15,74.6,66.8,100,0.003,0.001,0.009,0.008,30
33,,Total,83,14.5,0.648,74.6,46.4,100,0.002,0.001,0.009,0.006,22
34,Fruits and vegetables,Nuts and oilseeds,4,14.7,6.17,27.7,25.5,100,0.001,0.001,0.002,0.002,3
35,,Potato-based products,48,1.27,0.153,10.2,2.38,100,0.001,0.001,0.003,0.002,3
36,,Potato-based products,48,3.42,1.51,10.2,12.9,100,0.001,0.001,0.003,0.002,6
37,,Vegetables,269,1.27,0.870,157,12.9,100,0.001,0.001,0.004,0.002,13
38,,Compotes and stewed fruits,8,1.27,0.870,1.77,1.69,100,0.002,0.001,0.004,0.003,13
39,,Dried vegetables,18,4.60,0.124,37.5,14.5,100,0.003,0.001,0.012,0.009,22
40,,Total,422,45.5,0.124,73.6,70.8,100,0.002,0.001,0.014,0.002,8
41,Ice cream,Ice cream,2,45.5,17.3,73.6,41.1,100,0.002,0.001,0.002,0.002,0
42,Meats and offal,Delicatessen,79,15.8,1.33,54.2,41.1,100,0.003,0.001,0.016,0.010,47
43,,Meat,80,12.7,1.56,32.7,26.0,100,0.002,0.001,0.006,0.003,28
44,,Offal,16,60.8,6.13,98.9,95.2,100,0.002,0.001,0.006,0.005,56
45,,Poultry,38,9.07,0.936,36.4,32.4,100,0.002,0.001,0.016,0.006,29
46,,Total,213,16.8,0.936,98.9,53.9,100,0.002,0.001,0.016,0.006,37
47,"Salt, spices, soup and sauces",Soups,22,7.84,0.732,17.3,17.1,100,0.001,0.001,0.002,0.002,9
48,,Condiments and sauces,12,7.84,2.39,17.3,12.5,100,0.002,0.001,0.003,0.003,25
49,,Total,34,3.93,0.732,17.3,12.5,100,0.001,0.001,0.003,0.002,15
50,"Sweeteners, honey and confectionery",Chocolate,10,2.79,16.8,257,7.27,100,0.003,0.002,0.002,0.007,70
51,,Sugar and sugar-based products,8,2.79,0.503,8.07,7.27,100,0.002,0.001,0.002,0.002,0
52,,Total,18,40.3,0.503,257,208,100,0.003,0.001,0.008,0.005,39
