,0,1,2,3,4,5,6
0,Food,Spiked substance,Spiked concentration (g/g),Within-day,,Between-day,
1,,,,Accuracy (%)a,CV (%),Accuracy (%)a,CV (%)
2,White potato,Ubiquinol-10,0.44,1073.3,3.1,1108.7,7.9
3,,,4.0,1090.7,0.6,107 2.6,2.4
4,,Ubiquinone-10,0.22,11110.4,9.4,11415.7,13.8
5,,,1.96,1152.9,2.5,1113.3,3.0
6,Five-ray yellowtail,Ubiquinol-10,2.0,10110.0,9.9,10516.2,15.4
7,,,18.0,1054.5,4.3,102 3.5,3.4
8,,Ubiquinone-10,2.96,10611.3,10.7,11012.0,10.8
9,,,26.8,107 3.6,3.4,1063.5,3.3
10,Beef (thigh),Ubiquinol-10,2.0,1079.3,8.7,1015.4,5.4
11,,,18.0,1070.3,0.3,1015.2,5.2
12,,Ubiquinone-10,8.8,110 7.6,7.0,1103.9,3.5
13,,,80.0,1090.7,0.6,1064.4,4.2
