,0,1,2,3,4,5
0,Free phenolics (g/g),Teff flour (Bolivia),Brown teff (Bolivia,White teff (Bolivia),Brown teff (USA),White teff (USA)
1,Gallic acid,17.50.8a,23.2 0.9b,4.3  0.2c,23.7 0.9b,23.8 0.8b
2,Catechin,2.00.1a,1.3 0.1b,1.0  0.1c,1.5  0.1d,2.5  0.1e
3,Vanillic acid,2.0  0.1a,0.9 0.1b,ND,1.30.1c,3.0  0.1d
4,Caffeic acid,ND,ND,ND,ND,ND
5,Syringic acid,3.5  0.2a,4.0  0.2b,1.9  0.1c,3.2  0.2a,2.2  0.1e
6,Trans-p-coumaric acid,95.1  1.2a,221.0  5.6b,4.3  0.2c,182.0  3.4d,13.5  0.5e
7,m-Coumaric acid,8.6 0.2a,14.3  0.5b,3.4 0.1c,18.4  0.7d,7.3  0.2e
8,Ferulic acid,93.4 1.4a,139.0 2.0b,30.8  1.1c,160.0  3.5d,38.7  1.3e
9,Rutin,37.7 1.1a,7.9 0.8b,209.0  3.7c,25.2  1.0d,173.0  2.8e
10,Protocatechuic acid,110.02.5a,188.0  3.7b,49.4  1.9c,201.0 3.9d,15.0  0.6e
11,Resveratrol,4.3  0.2a,3.70.1b,1.5  0.1c,6.1 0.2d,1.2  0.4e
12,Cinnamic acid,ND,ND,1.4  0.2a,ND,1.1 0.2b
13,Quercetin,4.6  0.1a,1.2  0.1b,ND,3.2  0.1c,3.20.1c
14,Total,378.7 7.9a,6045 14.1b,307.0  7.7c,626.6  14.1d,284.5  7.2e
