,0,1,2,3
0,White wine,CDO,Varieties,Year
1,B-RS-1,Ribeira Sacra,"Albarino,15% Godello",2004
2,B-M-1,Monterrei,n.e.,2004
3,B-M-2,Monterrei,Godello,2004
4,B-M-3,Monterrei,Godello and Treixadura,2004
5,B-M-4,Monterrei,n.e.,2003
6,B-RB-1,Rias Baixas,Albarino,2003
7,B-RB-2,Rias Baixas,Albarino,2004
8,B-RB-3,Rias Baixas,n.e.,2003
9,B-RB-4,Rias Baixas,Albarino,2004
10,B-RB-5,Rias Baixas,Albarino,2004
11,B-RB-6,Rias Baixas,"Albarino32%,Torrontes",2003
12,,,"32.8%),Godello,Loureira,",
13,,,Treixadura,
14,B-RB-7,Rias Baixas,Albarino32%Torrontes,2003
15,,,"32.8%,Godello,Loureira,",
16,,,Treixadura,
17,B-RB-8,Rias Baixas,"Albarino32%,Torrontes",2003
18,,,"32.8%,Godello,Loureira,",
19,,,Treixadura,
20,B-RB-9,Rias Baixas,n.e.,1999
21,B-V-1,Valdeorras,Godello,2003
22,B-V-2,Valdeorras,Godello,2003
23,B-V-3,Valdeorras,n.e.,2003
24,B-V-4,Valdeorras,Godello,2004
25,B-V-5,Valdeorras,Godello,2004
26,B-V-6,Valdeorras,n.e.,2000
27,B-R-1,Ribeiro,n.e.,2004
28,B-R-2,Ribeiro,n.e.,2004
29,B-R-3,Ribeiro,Treixadura,2003
30,B-R-4,Ribeiro,n.e.,2000
