,0,1,2,3,4,5
0,,,Weeks,,,
1,Fatty,,,,Pooled,Significant
2,acid,0,3,6,SEM2,effects
3,14:0,0.58,0.51,0.48,0.1,L3
4,16:0,46.50a,36.67C,41.42b,1.2,"L,T4"
5,16:1,4.23a,2.52b,2.67b,0.2,"L,T,LxT"
6,17:0,0.28,0.4gb,0.62a,0.1,"L,T,LxT"
7,18:0,16.97a,13.79c,15.28b,0.6,"L,T"
8,18:15,67.93b,65.37b,74.4ga,2.2,"L,T"
9,18:2n6,32.80a,26.69c,29.3gb,0.9,"L,T,LxT"
10,18:3n3,0.68a,0.63ab,0.56b,0.1,L.T.LxT
11,20:1n9,0.34,0.39,0.43,0.1,L
12,20:2n6,0.31a,0.16b,0.14b,0.1,"L,T,LxT"
13,20:4n6,3.82a,3.00b,3.26b,0.1,T
14,22:5n6,0.87a,0.50b,0.54b,0.1,T
15,22:6n3,0.93,0.78,0.78,0.1,L
16,Sat,64.33a,51.46C,57.7gb,1.7,T
17,Mono,72.61b,68.74b,78.15a,2.2,"L,T"
18,Poly,39.60a,31.92C,34.90b,1.0,"L.T,LxT"
19,Sat/,,,,,
20,Mono,0.89a,0.76b,0.75b,0.0,"L,T,LxT"
21,Sat/,,,,,
22,Poly.,1.63b,1.68ab,1.72a,0.1,"L,T,LxT"
23,Mono/,,,,,
24,Poly,1.85b,2.30a,2.36a,0.1,"L,T,LxT"
