,0,1,2,3,4,5,6,7,8,9,10
0,Family,Botanical origin,Honey 01,Honey 02,Honey 03,Honey 04,Honey 05,Honey 06,Honey 07,Honey 08,Honey 09
1,,,%(frequencya,%(frequencya,% (frequency)a,% (frequency)a,% (frequency)a,% (frequency)a,% (frequency)a,%(frequencya,% (frequency)a
2,Asteraceae,Gomphrena,,0.15 (MP),,0.15 (MP),0.15 (MP),,,0.16(MP),0.17(MP)
3,Burseraceae,Commiphora leptophloeos,,,1.29(MP,1.08 (MP),0.60 (MP),,,,
4,Euphorbiaceae,Croton,,,,,,,,0.16(MP),0.17(MP)
5,Fabaceae,Anadenanthera colubrina,0.45(MP),6.01IP,4.87 (IP),1.85(MP),1.06(MP,,0.31 (MP),0.48(MP,2.00 (MP)
6,,Chamaecrista,,,0.72 (MP),,1.21 (MP),,,,
7,,Chamaecrista ramosa,,,,,,,,,5.00IP)
8,,Chamaecrista sp.,,,,,,,,,35.17 (SP
9,,Mimosa caesalpiniifolia,95.61 (PP),55.62 (PP),34.67 (SP),74.19 (PP),60.73 (PP),95.69 (PP),92.02 (PP),93.27 (PP),1.17MP
10,,Mimosa lepidophora,1.36(MP),,0.57MP,,,,,,5.00IP
11,,Mimosa tenuiflora,2.42 (MP),11.86 (IP,33.24 (SP),11.44 (IP),18.13 (SP),4.31 (IP),7.36 (IP),4.81 (IP,20.50 (SP)
12,,Piptadenia moniliformis,,,,,,,,,6.17 (IP)
13,,Prosopis juliflora,,20.49 (SP),11.60(IP,3.55IP,6.34 (IP),,,0.96MP,
14,,Senna,0.15(MP),,1.29(MP),0.77(MP),1.96(MP),,0.31 (MP),0.32 (MP),10.67 (IP)
15,,Zornia,,1.54(MP,,0.15(MP,,,,,
16,Myrtaceae,Eucalyptus,,0.31 (MP),0.57 (MP),0.31(MP,0.91(MP),,,,
17,,Myrcia,-,,0.29(MP),0.31(MP),,,,,
18,,Psidium,-,3.70 (IP),8.45 (IP),6.18IP),8.16(IP),,,,9.83 (IP)
19,Phytolaccaceae,Microtea,-,0.15 (MP),0.14 (MP),,,,,,
20,Scrophulariaceae,Scoparia dulcis,-,,,-,0.15(MP),,,,2.33 (MP)
21,Solanaceae,Solanum,,-,0.86(MP),-,0.30(MP),,,,
22,Sterculiaceae,Waltheria,,,0.14(MP),-,0.15(MP,,,,
23,Not identifiedb,,-,0.15(MP),1.29(MP),-,0.15(MP,,,,0.17(MP)
24,Total(%pollen,,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100
