,0,1,2,3,4,5,6
0,,Variety,C*,h,,a*,
1,,F-39,46.5 ,65.4 ,65.3 ,19.3 ,42.3 
2,,,0.7a,0.4d,0.9d,0.4ab,0.6a
3,,HT-IG,1.5a,70.9 ,74.9 ,15.2 ,1.2a
4,,,1.5a,1.3bc,0.9ab,1.4b,42.2 
5,TX,TT-DV,0.9a,63.9 ,62.4 ,0.7a,42.2 
6,,,0.9a,0.7d,1.7d,0.7a,0.8a
7,,CLV,43.9 ,68.1 ,68.1  2.8,16.3 ,40.7 
8,,,38.1 ,74.7 ,cd,0.4ab,36.5 
9,,oC-,38.1 ,74.7 ,72.2 ,10.3  1.2c,36.5 
10,,164,1.3b,111,74.2 ,,29.8 
11,,HD-,32.1 ,111,74.2 ,-11.8 ,29.8 
12,,150,1.1c,0.8a,1.1abc,0.6d,1.0c
13,,HD-,29.4 ,106 ,78.4 ,8.52 ,0.8c
14,,252,1.1c,1.7a,1.2a,1.1d,0.8c
15,NC,F-39,47.5 ,66.8 ,70.9 ,18.6 ,43.6 
16,,,0.4ab,68.4 ,0.5c,0.3a,0.4b
17,,HT-IG,46.5 ,68.4 ,73.7 ,17.1 ,43.3 
18,,,45.2 ,64.1 ,0.6bc,19.6 ,0.6b.
19,,CLV,1.3b,0.6e,1.5d,0.4a,1.3b
20,,CLV,0.5a,69.6 ,75.5 ,17.7 ,47.8 
21,,,0.5a,0.4d,0.4bc,0.4a,0.5a
22,,OC-,38.1 ,75.4 ,78.1 ,9.61 ,0.7c
23,,164,31.7 ,104 ,1.8ab,1.1b,30.2 
24,,HD-,31.7 ,104 ,80.9 ,7.41 ,30.2 
25,,150,1.3d,113 ,82.1 ,1.9c,1.2d
26,,HD-,30.7  0.,113 ,82.1 ,12.1 ,28.2 
27,,252,9d,0.8a,0.7a,0.7d,0.7d
28,,F-39,47.7 ,62.1 ,58.1 ,0.9a,0.8bc
29,,,0.9b,0.9c,1.6c,0.9a,0.8bc
30,,HT-IG,51.1 ,62.1 ,62.1 ,23.7 ,45.1 
31,,,0.6ab,0.7c,1.8bc,0.5a,0.7ab
32,,TT-DV,50.3 ,1.1c,2.8bc,2.3a,44.8 
33,,,1.1ab,66.2 ,68.2 ,2.3a,1.4ab
34,GA,CLV,52.6 ,66.2 ,68.2 ,21.1 ,48.2 
35,,,0.7a,0.4bc,70.9 ,0.4a,40.1 
36,,OC-,42.8 ,69.9 ,70.9 ,14.7 ,40.1 
37,,164,1.2c,1.4.b,2.4a,1.2b,33.6 
38,,HD-,35.8 ,109 ,71.1 ,-11.6 ,33.6 
39,,HD-,30.7 ,113 ,74.7 ,1.4c,28.2 
40,,HD-,30.7 ,113 ,74.7 ,12.1 ,28.2 
41,,252,0.8e,0.9a,2.1a,0.7c,0.7e
42,,F-39,46.9 ,64.6 ,63.6 ,20.1 ,42.3 
43,,,0.9a,1.2c,2.7b,0.8a,1.0a
44,,HT-IG,45.2 ,66.1 ,1.8b,0.8ab,41.3 
45,,,1.0a,0.9c,1.8b,0.8ab,41.8 
46,CA,TT-DV,46.8 ,63.3 ,62.4 ,2.3a,1.4a
47,,,1.2a,1.1c,2.8b,2.3a,1.4a
48,,CLV,0.7a,68.7 ,67.4 ,15.7 ,40.5 
49,,,0.7a,0.4c,1.1b,0.4ab,0.6a
50,,OC-,0.9a,68.9 ,1.3b,0.9b,0.7a
51,,164,0.9a,92.6 ,70.4 ,0.9b,0.7a
52,,HD-,33.1 ,3.2b,70.4 ,0.826 ,1.3b
53,,150,1.5b,3.2b,1.3ab.,2.1c,1.3b
54,,252,30.3 ,0.9a,2.1a,10.5 ,28.4 
55,,252,0.8b,0.9a,2.1a,0.7d,0.7b.
56,,F-39,50.1 ,65.9 ,66.1 ,19.1 ,45.5 
57,,,0.8ab,1.2c,70.6 ,1.5a,47.1 
58,,,48.1 ,64.2 ,65.8 ,0.7a,43.3 
59,AZ,TT-DV,48.1 ,64.2 ,65.8 ,20.8 ,43.3 
60,,,0.5b,0.4c,1.2c,0.4a,48.1 
61,,CLV,52.2 ,67.1 ,69.7 ,20.3 ,48.1 
62,,,42.6 ,70.8 ,68.4 ,16.2 ,39.9 
63,,OC-,42.6 ,70.8 ,68.4 ,16.2 ,39.9 
64,,164,41.4 ,78.3 ,72.6 ,2.7a,37.9 
65,,HD-,41.4 ,78.3 ,72.6 ,9.20 ,37.9 
66,,150,1.3c,113,75.6 ,3.1b,1.4d
67,,HD-,33.9 ,0.9a,75.6 ,13.6 ,0.6e
68,,252,0.8d,0.9a,0.9a,0.7c,0.6e
