,0,1,2
0,Sampling time (weeks,Fruit surface color,
1,,Organic cultivar,Conventional cultivar
2,1,Intense Green,Intense Green
3,3,Intense Green,Intense Green
4,5,Intense Green,Intense Green
5,7,Intense Green,Intense Green
6,9,Intense Green,Intense Green
7,11,Intense Green,Intense Green
8,13,Intense Green,Intense Green
9,15,Intense Green,Intense Green
10,17,Intense Green,Intense Green
11,19,Yellowish Green,Yellowish Green
12,21,Small Red Spots,Yellowish Green
13,23,Turning Color,Small Red Spots
14,25,Purple,Turning Color and Purple
15,27,Black,Purple
