,0,1,2,3,4,5
0,Species and localization in Yuxi prefecture,Raw mushrooms,,,,Fried mushrooms
1,,Caps,Stems,Whole fruiting bodies,aQc/s,Whole fruiting bodies
2,"Baorangia bicolor, Jiangchuan, Shihe",6.4  1.9,<3.1,4.4b,WD,<1.4
3,"Baorangia bicolor, Dayingjie, Luohe",2.2,2.2,2.2,WD,2.2  0.6
4,"Boletus calopus, Jiangchuan, Anhua",3.9  1.0,3.7  1.0,3.8  1.0,1.1,<1.1
5,"Boletus flammans, Hongta, Lingxiu",4.5  1.2,4.8  1.0,"4.6  1,1",0.94,5.6  0.8
6,"Boletus obscureumbrinus, Jiangchuan, Shihe",<2.9,7.2  1.4,4.1b,WD,<2.5
7,"Butyriboletus roseoflavus, Jiangchuan, Shihe",<3.3,5.5  1.1,3.5b,WD,<1.9
8,"Rubroboletus sinicus, Hongta, Huangcaoba",4.7  1.3,4.8  1.1,4.7  1.2,0.98,2.8  0.7
9,"Rugiboletus extremiorientalis, Dayingjie, Luohe",6.7  1.2,6.4  1.0,6.5  1.1,1.1,9.3  1.3
10,"Rugiboletus extremiorientalis, Jiangchuan, Anhua",7.6  0.8,7.2  1.0,7.4  0.9,1.1,3.4  0.6
11,"Xerocomus sp., Dayingjie, Luohe",3.4  3.0,6.7  1.1,4.9  2.0,0.51,5.8  0.8
12,Mean  S.D.,4.1  2.2,4.9  2.1,4.51.6,0.96  0.23,3.3  2.7
