,0,1
0,,"Wallingford, pp. 143-166."
1,"valho, L.J., Correa, M., Pereira, E., Nutti, M., Carvalho, J.V., Ribeiro, E.G., Freitas, S.,","OBrien, K.O., Zavaleta, N., Caulfield, L.E., Wen, J., Abrams, S.A., 2000. Prenatal iron"
2,2012. Iron and zinc retention in common beans (Phaseolus vulgaris L.) after home,"supplements impair zinc absorption in pregnant Peruvian women. J. Nutr. 130,"
3,cooking.Food Nutr. Res.56 156-18.,2251-2255.
4,"n,W., Brown, J., Lee, S., 1995. Meat,poultry and game. Fifth supplement to McCance","Olmedilla Alonso,B.,Farre Rovir,R.,Asensio Vegas, C., Martin Pedrosa,M.,2010.Pa"
5,n's the composition of foods. The Royal Society of Chemistry and the,"le lasleguminosas en la alimentacion actual.Actividad Dietetica 14,72-76"
6,Ministry of Agriculture Fisheries and Food. London.,"Ortega, R.M., Lopez-Sobaler, A.M., Requejo, A.M., Andres, P., 2004. La Composicion"
7,"Ing, C.S., Nagey, D.A., Veillon, C., Patterson, K.Y., Jackson, R.T., Moser-Veillon, P.B.,","los Alimentos. Herramienta basica para la valoracion nutricional, 1st ed. Editoria"
8,2002.A single 60-mg iron dose decreases zinc absorption inlactating women.J.Nutr,"Complutense, Madrid."
9,"132,1903-1905","Pedrosa, M.M., Cuadrado, C., Burbano, C., Allaf, K., Haddad, J., Gelencser, E., Takacs,"
10,"ins, J.F.,Prohaska,J.R.,Knutson, M.D.,2010. Metabolic crossroads of iron and","Guillamon, E., Muzquiz, M., 2012. Effect of instant controlled pressure drop on tl"
11,"copper.Nutr.Rev.68,133-147.","oligosaccharides, inositol phosphates, trypsin inhibitors and lectins contents of di"
12,"Almeida Costa, G.E.,Da Silva Queiroz-Monici, K.,Pissini Machado Reis, S.M.,De","ferent legumes.Food Chem.131,862-868"
13,"Oliveira,A.C., 2006. Chemical composition, dietary fibre and resistant starch con","Pereira, P.M., Vicente, A.F., 2013. Meat nutritional composition and nutritive role in t"
14,"tents of raw and cooked pea, common bean, chickpea and lentil legumes. Food Chem.","human diet. Meat Sci. 93, 586-592."
15,94.327-330.,"Ramirez-Cardenas, L., Leonel, A.J., Costa, N.M.B., 2008. Efeito do processamento"
16,2016.www.fao.org/pulses-2016,domestico sobre o teor de nutrientes e de fatores antinutricionais de diferentes cu
17,"NAD,2010.Ingestas Dieteticas de Referencia (IDR) para la poblacion espanola","tivares de feijao comum.Ciencia e Tecnologia Alimentaria 28,200-213."
18,"Actividad Dietetica 14 4,196-197","Ramirez-Cardenas,L., Leonel,A.J.,CostaN.M.B., Reis,F.P.,2010.Zinc bioavailability"
19,vulgaris L.): avaliacao critica dos metodos de determinacao. Archivos,different beans as affected by cultivar type and cooking conditions. Food Res. Int. 4
20,vulgaris L.): avaliacao critica dos metodos de determinacao. Archivos,573-581.
21,"Latinoamericanos de Nutricao 51,386-394","Ramirez-Ojeda,A.M.,Moreno,-,Rojas,R., Sevillano,-,Morales,J., Camara,-,Mart"
22,"ec, S., Collins, J.F., 2014. Molecular mediators governing iron-copper interactions.","F., 2016. Influence of dietary components on minerals and trace elements bioacce"
23,"Annu.Rev.Nutr.34,95-116",sible fraction in organic weaning food: a probabilistic assessment. Eur. Food Res.
