,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,,MEN,,00'4,00.2,,000,,,,002,,0,010,
1,3w,,,900,002,,800,LI'O,19'0,900,00.0,,,,
2,,MEN,020,00.2,10'0,,t1o,,,,,,,,145
3,,MEN,,,-,4,,,,,,,,,
4,,,,,,4,,,,,,,,,
5,,,,,,,,,,,,,,,
6,,MEN,171,,,,,,,,,,,,2830
7,,O,,,,,,,,,,,,,1440
8,3u,MEN,,,,,,,,,,,,,115
9,,,,,,,,,,,,,,,
10,,,,,,,,2,,,,,,,
11,Bw,MEN,2,2,2,,,,,,,,6,,098
12,,,,,,,,,45,,,,6,,
13,,10,,,,,,,,II,,,,,016
14,,,,,,,,,,II,,,,16,
15,,MEN,,,,,,,,,,,,,10000
16,,aTO,,,,1714,,,,,,,2002,,14000
17,8,MEN,,,,,,,9'691,,,00,,12,
18,,,,,,,,,,,,,,,
19,,,,,,,,,1151,,2,02,,,
20,,MEN,Isz,,2,210,,,,,,,0,,0611
21,,,,2,,,,,,2,,,,,
22,,FOOD,,,,,,,,,,,,,
