,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,Parameter,u.m.,N,LOD,LOQ,rrel%,Minimum,Q25,Q5o,Mean,Q75,Maximum,SD,Wilcoxon testa,Kruskal Wallis testb
1,Alc,g g.1,40,0.3,0.5,10,<LOD,0.8,1.7,2.3,2.9,9.2,2.2,V=551n.s.,4=13.3p=0.01
2,Bc,g g-1,40,0.1,0.2,3,3.6,5.1,6.3,6.7,7.3,17,2.6,V=441 n.s.,4=16.1p=0.003
3,Bac,g g.1,40,0.01,0.03,4,0.03,0.08,0.15,0.24,0.27,1.4,0.25,V=388n.s.,24=26.5p<0.001
4,Bec,g kg.1,35,0.05,0.2,13,0.06,0.10,0.14,0.24,0.28,1.1,0.26,V=160n.s,24=9.9p=0.04
5,Cac,g g.1,33,43,143,8,<LOD,56,78,86,108,283,46,V=245n.s.,24=15.5p=0.004
6,Coc,g kg.1,40,0.3,0.5,5,1.0,2.6,4.8,5.4,6.8,17,3.7,V=346n.s.,x24=17.1p=0.001
7,Ke,g g.1,40,1,3,3,237,829,1280,1450,1840,6520,1110,V=393 n.s.,24=12.9 p=0.01
8,Lic,g kg.1,38,1,3,8,1.1,1.9,2.8,4.2,5.4,24,4.1,V=217n.s.,4=17.2p=0.001
9,Mgc,g g.1,40,0.3,1,3,6,18,28,34,44,148,25,V=400n.s.,4=19p<0.001
10,Mnc,g g.1,40,0.01,0.03,3,0.09,0.31,0.51,0.76,1.1,2.8,0.68,V=534n.s.,4=19.9p<0.001
11,Nac,g g.1,40,1,2,9,5,18,29,45,47,176,46,V=378n.s.,4=23.8p<0.001
12,sc,g g.1,35,6,19,5,23,66,92,107,130,392,68,V=353n.s.,24=20.7p<0.001
13,Sic,g g.1,40,0.3,1.0,3,1.6,4.9,10,12,45,45,8.5,V=509 n.s.,4=25.3p<0.001
14,Src,18 g.1,40,0.01,0.03,4,0.04,0.12,0.31,0.53,0.71,2.8,0.58,V=428n.s.,4=40.5p<0.001
15,Tic,g kg.1,40,8,23,13,10,24,35,58,76,230,56,V=356n.s.,4=15.9p=0.003
16,Tle,g kg.1,40,0.1,0.2,10,0.1,1.3,4.3,12,12,150,26,V=305n.s.,x24=10.9p=0.02
17,Uc,g kg-1,32,0.04,0.1,9,0.04,0.07,0.12,0.19,0.23,1.0,0.23,V=176n.s.,4=14.9p=0.005
18,pHc,,40,,,-,3.6,3.8,3.9,4.0,4.2,5.8,0.39,,4=29.9p<0.001
19,ECc,mS cm-1,40,,,,0.15,0.40,0.59,0.63,0.80,1.1,0.37,,x24=11.2p=0.02
20,Crd,g kg.1,40,8,25,12,10,34,39,49,43,328,51,V=418 n.s.,4=8.5n.s.
21,Cud,g g.1,40,0.05,0.1,6,0.06,0.19,0.25,0.51,0.52,5.4,0.89,V=443n.s.,24=8.7 n.s.
22,Fed,g g1,26,1,3,10,<LOD,1.1,1.6,2.0,2.5,4.4,1.2,V=213n.s,x24=6.9n.s.
23,Nid,g g1,13,0.05,0.2,13,0.05,0.07,0.12,0.14,0.16,0.40,0.09,V=12n.s.,x23=1.46 n.s.
24,pd,g g.1,40,0.3,0.5,3,17,54,66,75,90,207,37,V=502n.s.,x4=7.6n.s.
25,Pbd,g kg-1,16,8,25,14,9,12,15,32,24,209,49,V=22n.s.,x23=6.1n.s.
26,Sed,g kg.1,30,25,100,11,33,39,45,47,51,74,11,V=94.5n.s.,4=6.4n.s.
27,,g kg-1,40,3,8,9,2.5,10,12,13,14,24,4.0,V=290 n.s.,x24=3.5n.s.
28,Znd,g g.1,36,0.5,2,11,<LOD,0.6,0.8,1.2,1.2,8.9,1.4,V=339n.s.,x4=7.2n.s.
29,Sugard,'Brix,40,,,,79.0,80.4,80.7,80.9,81.5,83.5,0.9,,24) =2.99 n.s.
30,Moistured,%,40,,,,15.1,16.8,17.5,17.4,18.0,19.0,0.9,,4=4.5n.s.
31,Ase,g kg.1,0,25,50,,<LOD,,,<LOD,-,<LOD,,,
32,Cde,g kg.1,3,0.3,1,,1.3,1.8,2.4,2.6,3.3,4.2,1.5,V=0n.s.,
33,,,,,,",",,,,,,,,,
34,Sbe,g kg.1,0,8,23,-,<LOD,,",",<LOD,,<LOD,-,,
35,Sne,g kg.1,15,10,25,10,10,14,17,35,26,246,59,V=37n.s,2=7.0p=0.03
