,0,1,2,3,4,5,6,7
0,Peak,Identity,Retention time,HPLC-DAD,[M]*,HPLC-ESI(+)-MS2m/z%base peak,HPLC-ESI(+)-MSm/z(% base peak,HPLC-ESI(+)-MSm/z(% base peak
1,,,[min],Xmax [nm],m/z,,,
2,A1,del 3-0-sambubioside-5-0-,4.2,"525,345,275",759,"[759]:303100,46566,59739)[759303]:257100",,"[759]:303100,46566,59739)[759303]:257100"
3,,glucosidea,,,,,,
4,A2,del 3-O-glucoside-5-O-glucoside,4.4,"523, 343, 275",627,"[627]:465100,30376",[627-465]:303100,[627-465]:303100
5,A3,cya sambubioside-glucosideb,5.1,"517, 334, 279",743,"[743]:449100,5816528764[743-449]:287100",,"[743]:449100,5816528764[743-449]:287100"
6,A4,cya glucoside-glucosideb,5.3,"515, 328, 278",611,"[611]:449100,287(69",[611-449]:287100,[611-449]:287100
7,A5,del 3-0-sambubioside,6.1,"527,348, 277",597,[597]:303(100),[597303]:257(100,[597303]:257(100
8,A6,del 3-0-glucosided,6.9,"526,345,277",465,[465]:303100,,"[465-303]:257100,19130,16130"
9,A7,cya 3-0-sambubiosidec,8.5,"519,281",581,[581]287100,"[581-287]:241100,12771)","[581-287]:241100,12771)"
10,A8,cya 3-0-glucosided,9.0,"518,280",449,[449]:287100,n.a.,
