,0,1,2,3,4,5,6,7,8
0,,Set1,,,Set 2,,,,Set3
1,n/nt Sample,n/nt Sample,n/nt Sample,n/nt Sample,,n/nt Sample,n/nt Sample,n/nt Sample,n/nt Sample
2,1/5,Beets,5/5Apples,5/5Apples,,2/2 Bagel,2/2 Bagel,4/4,Apple Pie
3,5/5,Bread (wheat),2/5 Applesauce,2/5 Applesauce,,1/1,Barley,3/4,"Beans,BBQ"
4,5/5,Bread (white,3/4 Apricots,3/4 Apricots,,,20/20 Breads & Biscuits 12/12BurritoBeef.Bean,,20/20 Breads & Biscuits 12/12BurritoBeef.Bean
5,3/5,Broccoli,3/4 Asparagus,3/4 Asparagus,,6/6Cakes,6/6Cakes,"10/10 Chicken,Fried","10/10 Chicken,Fried"
6,5/5,Cake,4/5Beets,4/5Beets,,11/11 Cereals,11/11 Cereals,3/5,Coffee
7,5/5,Carrots,5/5 Carrots,5/5 Carrots,,5/5 Cookies,5/5 Cookies,5/5,Cookies
8,5/5,Corn,1/2 Chard,1/2 Chard,,3/3,Corn Meal,10/10 Donuts,10/10 Donuts
9,4/4,Green beans,4/5 Cherries,4/5 Cherries,,5/5,Crackers,6/6,"Fish,Fried"
10,5/5,Oatmeal,4/5,Corn,,4/4,Croutons,9/9,Frankfurters
11,3/4,Onions,4/5,Green Beans,Green Beans,4/4,Donuts,29/29 Hamburgers,29/29 Hamburgers
12,5/5,Peas,3/3 Grape Jelly,3/3 Grape Jelly,,2/2 Granola Bars,2/2 Granola Bars,7/7,Ice Cream Desserts
13,4/4,Potatos,4/4,Onions,,2/2 Muffins,2/2 Muffins,8/8,Meat & Egg Brkfst
14,4/4,Rice,1/3 Peaches,1/3 Peaches,,4/4 Noodles,4/4 Noodles,5/5,Milk Shake
15,5/5,Saltines,2/4 Pears,2/4 Pears,,2/2 Pancake Mix,2/2 Pancake Mix,5/5,Nachos & Cheese
16,5/5,Shrimp,4/4 Peas,4/4 Peas,,11/12 Pie&Crust,11/12 Pie&Crust,4/4,Onion Rings
17,5/5,Sour cream,4/5,Pickles,,0/1 Popcorn,0/1 Popcorn,5/5,Orange Juice
18,3/4,Spinach,2/2 Plums,2/2 Plums,,2/2 Pretzels,2/2 Pretzels,24/24 Pizza,24/24 Pizza
19,3/3,Squash,5/5,Potatos,,3/3 Rice,3/3 Rice,77,"Potatos,Fried"
20,0/5,Tomatoes,5/5 Rhubarb,5/5 Rhubarb,,1/1 Tortilla,1/1 Tortilla,18/18 Salad,18/18 Salad
21,3/3,Waffles,4/4 Spinach,4/4 Spinach,,,,"10/10 Sandwich,Beef","10/10 Sandwich,Beef"
22,1/5,Zucchini,5/5 Squash & Zucchini,5/5 Squash & Zucchini,5/5 Squash & Zucchini,,,5/5,"Sandwich,Chicken"
23,,,4/5 Strawberries,4/5 Strawberries,4/5 Strawberries,,,"8/8 Sandwich,Fish","8/8 Sandwich,Fish"
24,,,6/6Tomatoes & Tomato Juice,6/6Tomatoes & Tomato Juice,6/6Tomatoes & Tomato Juice,6/6Tomatoes & Tomato Juice,6/6Tomatoes & Tomato Juice,"3/3Sandwich,Ham","3/3Sandwich,Ham"
25,,,,,,,,"10/10Sandwich,Meats","10/10Sandwich,Meats"
26,,,,,,,,3/3 Soup,3/3 Soup
27,,,,,,,,10/10 Sweet Rolls,10/10 Sweet Rolls
28,,,,,,,,13/13 Tacos,13/13 Tacos
