,0,1,2,3,4
0,TAA,10d,30d,60 d,80d
1,Asp,39.4,34.2,31.0,32.0
2,Thr,13.3,11.3,10.6,11.0
3,Ser,17.4,14.0,13.1,12.9
4,Gly,58.1,55.0,51.7,54.1
5,Gly,13.5,12.9,12.1,12.6
6,Ala,15.1,14.7,15.1,15.8
7,Val,12.9,13.5,15.4,15.8
8,Met,1.8,3.0,2.4,1.8
9,Ile,12.9,15.4,15.1,17.6
10,Leu,24.7,25.1,26.1,27.7
11,Tyr,13.3,11.3,11.4,11.8
12,Phe,19.1,17.0,18.7,19.7
13,Lys,17.4,16.0,15.7,16.0
14,His,7.3,6.7,6.5,6.3
15,Arg,21.1,14.9,12.0,12.3
16,Pro,17.2,16.0,16.2,16.6
17,Trp,4.1,4.5,3.4,3.8
18,Cys,4.2,3.9,6.0,6.9
19,Sub-total,312.8,289.4,282.5,294.7
20,NH3,7.3,7.8,9.7,8.6
