,0,1,2,3,4,5,6
0,Pesticides,PQR,NRR,CR,CFS,LJF,CF
1,Atrazine-desethyl,87.8 (8.9),78.9 (13.7),72.7 (6.8),74.6 (1.9),82.0 (8.1),74.0 (12.0)
2,,97.0 (8.3),95.6 (13.6),90.1 (10.7),89.1 (2.0),84.4 (13.1),78.6 (12.5)
3,Atrazine-desisopropy,66.6 (9.2),76.4 (8.2),70.5 (1.7),74.4 (7.1),65.1 (12.7),70.0 (1.5)
4,,71.1 (8.4),77.3 (10.2),81.8 (23.1),114.5 (8.7),67.4 (12.1),59.8 (5.0)
5,Cyprazine,80.4 (7.5),80.3 (8.0),68.0 (4.3),74.7 (4.7),79.2 (5.7),74.9 (3.2)
6,,100.4 (6.2),96.0 (7.9),90.0 (4.0),71.6 (4.5),74.5 (5.4),75.9 (3.3)
7,Desmetryn,73.7 (5.3),70.3 (5.5),63 (5.4),71.6 (4.5),77.2 (9.0),67.3 (3.7)
8,,92.3 (4.3),88.4 (5.3),98.3 (4.6),94.0 (4.1),82.9 (8.1),70.6 (3.8)
9,Dimethametryn,75.3 (7.4),74.3 (4.7),59.1 (3.2),70.1 (5.5,75.0 (10.0),66.9 (5.7)
10,,95.0 (6.4),94.3 (4.6),90.3 (3.2),108.6 (6.2),87.7 (8.9),69.9 (6.2)
11,Metribuzin,84.2 (3.5),86.8 (4.1),68.6 (5.0),73.4 (3.8),82.1 (5.7),75.6 (1.3)
12,,105.7 (2.9),104.3 (3.9),89.4 (4.7),81.6 (3.5),82.3 (5.3),80.0 (1.2)
13,Prometon,79.5 (4.3),75.2 (9.9),61.7 (3.3),70.2 (1.4),71.8 (11.6),65.7 (8.0)
14,,102.3 (3.7),108.8 (9),101.5 (3),104.6 (2.6),89.6 (10.1),92.0 (7.1)
15,Prometryn,79.4 (8.9),72.2 (9.3),66.1 (8.1),72.6 (3.6),76.4 (4.8),76.6 (3.7)
16,,100.2 (7.3),90.8 (8.7),89.8 (7.6),87.9 (3.6),73.1 (4.6),79.1 (3.7)
17,Propazine,81.6 (6.3),84.1 (3.3),65.8 (4.2),67.9 (3.8),78.8 (10.5),70.6 (6.0)
18,,100.1 (5.5),108.9 (3.2),97.6 (3.9),108.0 (3.4),88.3 (9.7),80.8 (6.2)
19,Sebuthylazine-desethyl,80.2 (7.3),77.9 (6.3),65.6 (6.9),74.4 (4.9),68.3 (13.1),73.5 (5.6)
20,,102.6 (6.3),104 (6.0),86.1 (6.7),90.9 (4.8),74.8 (10.9),75.4 (5.9)
21,Simazine,69.5 (1.3),69.2 (6.7),68.0 (3.9),67.2 (9.7),64.8 (11.7),117.6 (2.2)
22,,94.8 (3.7),101.2 (6.1),104.5 (5.6),97.6 (9.4),81.7 (18.0),85.6 (12.8)
23,Simetryn,69.4 (1.7),66.3 (0.01),54.5 (2.9),69.5 (5.2),71.7 (7.5),64.5 (4.4)
24,,97.4 (1.3),89.4 (0.01),84.4 (2.4),99.0 (4.6),87.1 (6.1),76.4 (3.9)
25,Terbumeton,77.0 (11.1),69.0 (3.2),60.5 (5.6),83.7 (7.0),58.4 (10.3),63.5 (6.7)
26,,93.4 (9.6),90.6 (3.1),98.4 (5.0),175.0 (4.8),83.2 (7.6),73.5 (7.0)
27,Terbuthylazine,80.2 (7.1),80.0 (9.1),65.2 (3.2),70.3 (2.6),74.6 (9.6),71.9 (4.1)
28,,98.1 (6.0),100.2 (8.7),95.4 (3.0),101.5 (2.5),84.4 (8.4),82.2 (4.1)
29,Trietazine,77.4 (7.5),76.8 (4.5),61.7 (3.5),68.6 (3.5),75.6 (10.5),68.8 (4.8)
30,,92.5 (6.2),94.3 (4.4),91.0 (3.2),100.2 (3.4),87.2 (9.2),79.4 (4.8)
