,0,1,2,3,4,5,6,7,8,9,10,11
0,Cvb,Br,Rb,Na,La,Cr,Cs,Sc,Fe,Zn,Co,Eu
1,Per,37.50(1.70),97(5),2580(79),0.300(0.045),21.6(.9),0.126(0.039),0.0682(0.0011),649(35),439(12),0.216(0.021),0.0152(0.0032)
2,Mor,80.90(3.21),41(3),"62,789(1.321)",0.391(0.098),39.4(3.3),0.080(0.003),0.0116(0.0009),639(63),461(32),0.252(0.011),0.0040(0.0019)
3,Uni,8.42(0.76),100(9),3954(376),0.258(0.045),34.5(5.7),0.123(0.012),0.0548(0.0017),955(58),568(28),0.331(0.036),0.0122(0.0009)
4,Nie,4.13(0.21),101(2),3791(112),0.332(0.017),27.5(0.8),0.187(0.032),0.0557(0.0033),865(43),574(46),0.382(0.018),0.0276(0.0027)
5,Gos,32.58(1.56),44(3),6021(93),0.364(0.032),30.6(1.3),0.171(0.087),0.0557(0.0076),1013(89),659(73),0.349(0.031),0.0134(0.0056)
6,Lic.,22.64(0.98),79(11),3284(294),0.318(0.009),15.3(2.4),0.186(0.042),0.0239(0.0009),834(76),467(56),0.215(0.074),0.0040(0.0009)
7,Nor,11.08(0.67),121(9),8035(658),0.198(0.011),20.6(3.1),0.167(0.028),0.0260(0.0021),2333(81),720(26),0.402(0.025),0.0110(0.0071)
8,Fue,35.50(1.28),40(2),"12,258(789)",0.298(0.023),19.1(1.1),0.106(0.022),0.0130(0.0018),686(65),465(37),0.261(0.017),0.0073(0.0012)
9,Cas,41.47(2.19),76(1),6203(734),0.600(0.076),18.5(3.7),0.090(0.008),0.0288(0.0052),1036(37),957(29),0.395(0.056),0.0124(0.0034)
10,Sur,17.11(3.47),125(6),7142(474),0.309(0.044),18.0(4.8),0.148(0.029),0.0606(0.0013),1283(93),911(45,2.490(0.195),0.0118(0.0073)
