,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17
0,Classification,Name,CAS,Code,Contents (mg/kg),Contents (mg/kg),,,,,,,,,,,,
1,,,,name,Unroasted,100/,120/,140/,140/,140/,160/,160/,160/,180/,180/,180/,200/,220/
2,,,,,,20,20,10,20,30,10,20,30,10,20,30,20,20
3,,1-Nonanal,124-19-6,H16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.68,1.23,1.27
4,,Trans-2-hexenal,6728-26-3,H17,0.00,0.34,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
5,,"2,2-Diethylbutyraldehyde",26254897,H18,0.00,0.00,0.00,0.00,1.02,0.00,0.00,0.80,0.00,1.29,0.00,2.50,0.00,0.00
6,,Sum,,,3.73,3.15,1.51,2.56,2.78,3.21,1.14,3.09,1.69,1.29,1.76,2.50,2.30,2.60
7,Ketones,"2,3-Dihydro-3,5-dihydroxy-6-methyl-",28564-83-2,I1,0.46,0.76,0.82,1.06,1.32,1.41,2.73,2.78,0.78,1.78,0.68,0.54,0.20,0.00
8,,4 H-pyran-4-one,,,,,,,1.32,,,,,,,,,
9,,1-(Acetyloxy)--2-butanone,1575-57-1,12,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.48,0.00,0.00,0.00
10,,2-Heptanone,592201,14,0.16,0.00,0.00,0.00,0.31,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
11,,2-Heptanone,110-43-0,14,0.04,0.09,0.16,0.17,0.13,0.21,0.22,0.00,0.27,0.07,0.00,0.00,0.00,0.00
12,,2-Methylcyclopentanone,1120-725,15,0.00,0.00,0.62,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
13,,2-Decanone,693-54-9,16,0.00,0.00,0.00,0.00,0.10,0.50,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00
14,,"3,4-Dimethylcyclopentanone",110-930,17,0.00,0.00,0.00,0.00,0.15,0.50,0.00,0.65,0.00,0.00,0.00,0.00,0.00,0.00
15,,6-Methyl-5-hepten-2-one,110-930,18,0.00,0.33,0.52,0.23,0.00,0.26,0.00,0.00,0.41,0.00,0.00,0.00,0.00,0.00
16,,3-Octen-2-one,1669-44-9,19,0.00,0.06,0.00,0.04,0.00,0.00,0.02,0.29,0.41,0.00,0.00,0.00,0.00,0.00
17,,2-Nonanone,821-55-6,110,0.00,0.10,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
18,,"2,5-Hexanedione",110-13-4,111,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
19,,Methyl cyclopentenolone,80-717,112,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.21,0.33,0.00,0.00,0.00,0.00
20,,"2-Cyclopentene-1,4-dione",93060-9,113,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.21,0.28,0.16,0.15,0.13
21,,3-Methyl-2-cyclopenten-1-one,2758-18-1,114,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.32
22,,"3,4-Dihydroxyacetophenone",1197-9-7,115,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20
23,,Sum,,,0.06,1.34,2.22,1.82,2.15,2.38,3.02,3.92,1.78,2.39,0.02,1.15,0.00,0.65
24,Acids,4-Formyl-benzoic acid,619-66-9,J1,0.06,0.12,0.16,0.10,0.09,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00
25,,Cyclobutylcarboxylic acid,3721-95-7,J3,0.16,0.00,0.00,0.00,0.00,0.00,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00
26,,Octanoic acid,1247-2,J3,0.00,0.09,0.00,0.00,0.00,0.44,0.06,0.27,0.37,0.00,0.00,0.00,0.00,0.00
27,,Benzoic acid,6585-0,J4,0.00,0.00,0.00,0.00,0.00,0.00,0.07,1.31,0.07,0.00,0.00,0.00,0.00,0.00
28,,4-Acetylbenzoic acid,586890,J5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00
29,,2-Methylene-cyclopropanecarboxylic,62266368,J6,0.00,0.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
30,,"acid,",,,,,,,,,,,,,,,,
31,,2-Methyl-,2955520,J7,0.00,0.09,0.24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
32,,cyclopropanecarboxylicacid,,,0.00,,,,,,,,,,,,,
33,,Nonanoic acid,11250,J8,0.00,0.00,0.14,0.00,1.11,1.25,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00
34,,Heptanoic acid,111-14-8,J9,2.50,1.54,1.26,1.16,1.11,1.25,0.84,0.55,0.52,0.34,0.21,0.11,0.08,0.04
35,,DL-2-Methylbutyric acid,116-530,J10,0.00,0.00,0.00,0.00,0.16,0.00,0.12,0.28,0.21,0.01,0.00,0.00,0.00,0.00
36,,5-Hexenoic acid,1577226,J11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.16,0.00,0.00,0.00,0.64
37,,Sum,,,2.72,2.29,1.80,1.26,1.36,1.69,1.09,2.45,1.17,0.51,0.23,0.11,0.08,0.68
38,Esters,Delta-hexalactone,823223,K1,0.00,0.00,0.92,0.00,1.06,0.00,0.54,0.60,0.20,0.59,0.32,0.22,0.00,0.00
39,,"Dihydro-3-hydroxy-4,4-dimethyl-,",599-4-2,K2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.32,0.00,0.21,0.00
40,,(R)-2(3 H)-Furanone,,,,,,,,,,,,,,,,
41,,Glycol diacetate,111557,K3,0.78,0.17,0.20,0.30,0.36,0.43,0.15,0.55,0.74,0.00,0.43,0.50,0.76,1.43
42,,Tributyl phosphate,126738,K4,0.78,0.00,0.34,0.30,0.26,0.14,0.02,0.17,0.00,0.00,0.10,0.00,0.00,0.00
43,,"Vinyl-2,2-dimethyl propionate",3377-922,K5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.10,0.00,0.00,0.00
44,,"Formic acid, hexylester",629334,K6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.05,0.00
45,,Heptylalcohol formate,112232,K7,0.20,0.19,0.16,0.09,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
46,,"2-Propenoic acid, octyl ester",249959-4,K8,0.00,0.00,0.04,0.02,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
47,,4-Hydroxy-butanoic acid,695067,K9,0.00,0.00,0.00,0.20,0.44,0.90,0.63,0.65,0.20,0.00,0.00,0.00,0.00,0.00
48,,4-Hexanolide,695067,K10,0.00,0.00,0.08,0.00,0.08,0.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
