,0,1,2,3,4,5
0,Mineral,Wavelength,Slit,Concentration,Calibration,r2
1,element,(nm),width,range(ppm),curve,(%)
2,,,(mm),,,
3,Na,589.5,1.8/0.6,0.1-0.5,y=1.6673x,99.61
4,,,,,+0.0014,
5,K,766.5,2.7/,2-50,y=0.0162x,99.95
6,,,0.45,,+0.0010,
7,Mg,285.2,2.7/1.5,2-50,y=0.0273x,99.86
8,,,,,-0.0174,
9,Ca,422.7,2.7/0.6,2-10,y=0.0091x,99.68
10,,,,,+0.0034,
11,Mn,279.5,1.8/0.6,0.1-0.5,y=0.0388x,98.58
12,,,,,-0.0007,
13,Fe,248.3,1.8/,0.2-5,y=0.0144x,99.91
14,,,1.35,,-0.0011,
15,Cu,324.8,2.7/0.8,0.1-1,y=0.0437x,99.85
16,,,,,+0.0013,
17,Zn,213.9,2.7/1.8,0.1-5,y=0.1104x,99.50
18,,,,,+0.0159,
