,0,1,2
0,,Production Systems,
1,,Indoor,Outdoor
2,Breast musclel,,
3,Myristic acid (C14,,0.88
4,Palmitic acid (C16),25.5,28.07
5,Palmitoleic acidC16:1,,2.65
6,Stearic acid (C18),15..49,13.83
7,Oleic acid(C181N9C,29.61,29.64
8,Linoleic acid (C18:2N6T),25.51,21.45
9,Arachidonic acid(C20:4N6,3.89,3.49
10,Leg muscle2,,
11,Myristic acidC14,0.48,0.72
12,Palmitic acid (C16),28.7,25.67
13,Palmitoleic acid(C16:1,1.49,3.13
14,Stearic acid(C18),16.37,12.41
15,Elaidic acid (C18:1N9T,,0.54
16,Oleic acid(C18:1N9C,23.9,31.27
17,Linoleic acid (C18:2N6T),20..14,22.39
18,Arachidonic acidC20:4N6,7.6,1.74
19,Heneicosanoic acid(C21,,0.51
20,y-Linolenic acid(C18:3N6,,0.55
21,Dihomo-y-linolenic acid(C20:3N6,1.33,0.35
22,Docosadienoic acid(C22:2,,0.73
