,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Food group,Product group,Samples (n),Ge,,,,,Ba,,,,
1,,,,Mean,Mina,Maxb,P95c,>LOQ%),Mean,Mina,Maxb,P95c,>LOQ (%)
2,Cereals and cereal products,Pastries,18,0.000,0.000,0.004,0.001,6,0.455,0.677,0.908,0.788,100
3,,Bread and rusk,14,0.001,0.000,0.000,0.000,0,0.911,0.677,1.79,10.363,100
4,,Breakfast cereals,6,0.001,0.000,0.005,0.004,33,0.529,0.424,12.7,10.363,100
5,,Pasta,4,0.001,0.000,0.004,0.003,25,0.529,0.424,0.606,0.602,100
6,,Viennese bread and buns,5,0.000,0.000,0.000,0.000,0,0.629,0.475,0.907,0.883,80
7,,Viennese bread and buns,24,0.000,0.000,0.005,0.000,21,0.629,0.211,1.13,0.883,100
8,,Biscuits,77,0.000,0.000,0.005,0.005,12,0.728,0.000,1.13,1.03,100
9,,Total,77,0.000,0.000,0.005,0.004,12,0.728,0.000,12.7,1.19,99
10,Cooked dishes and snacks,Cooked dishes,68,0.001,0.000,0.010,0.007,19,0.432,0.125,4.32,0.702,100
11,,Sandwiches,30,0.001,0.000,0.006,0.005,20,0.382,0.247,1.29,0.533,100
12,,Desserts,28,0.002,0.000,0.012,0.009,25,0.260,0.328,1.29,0.692,89
13,,"Pizzas, quiches and salted cakes",130,0.000,0.000,0.000,0.000,0,0.404,0.328,0.516,0.662,100
14,,Total,130,0.001,0.000,0.012,0.006,20,0.383,0.000,4.32,0.662,98
15,Dairy products,Milk,38,0.000,0.000,0.004,0.000,3,0.070,0.000,0.456,0.159,50
16,,Ultra fresh dairy products,91,0.000,0.000,0.005,0.005,3,0.071,0.000,0.668,0.169,57
17,,Cheese,16,0.001,0.000,0.005,0.005,19,0.450,0.134,0.668,0.652,100
18,,Total,145,0.000,0.000,0.005,0.000,0,0.113,0.000,0.668,0.466,60
19,Drinks,Alcoholic drinks,10,0.000,0.000,0.000,0.000,0,0.029,0.000,0.190,0.148,73
20,,Coffee,30,0.001,0.000,0.006,0.005,27,0.097,0.000,0.286,0.183,58
21,,Hot drinks,31,0.000,0.000,0.004,0.004,13,0.181,0.000,0.183,0.132,58
22,,Water,46,0.001,0.000,0.018,0.004,22,0.015,0.000,0.304,0.132,11
23,,Soft drinks,143,0.001,0.000,0.023,0.005,17,0.086,0.000,0.433,0.348,43
24,Eggs and egg products,Eggs and egg products,30,0.001,0.000,0.005,0.004,17,0.344,0.215,0.601,0.468,100
25,Tofu,Tofu,2,0.007,0.000,0.039,0.031,0,0.166,0.000,0.843,0.841,100
26,Fat and oil,Butter,6,0.007,0.000,0.004,0.031,33,0.133,0.096,0.315,0.294,83
27,,Margarine,4,0.001,0.000,0.000,0.004,25,0.102,0.096,0.205,0.193,100
28,,Oil,10,0.000,0.000,0.000,0.000,0,0.102,0.000,0.227,0.207,70
29,,Total,20,0.002,0.000,0.039,0.007,15,0.127,0.000,0.315,0.235,80
30,Fish and fish products,Fish,46,0.002,0.000,0.007,0.006,30,0.098,0.000,0.614,0.267,43
31,,Shellfish,37,0.003,0.000,0.008,0.007,62,0.302,0.000,0.945,0.677,73
32,,Total,83,0.002,0.000,0.008,0.007,45,0.189,0.000,0.945,3.01,100
33,Fruits and vegetables,Nuts and oilseeds,4,0.001,0.000,0.005,0.004,25,0.196,0.000,3.12,0.860,100
34,,Fruits,75,0.001,0.000,0.007,0.004,13,0.196,0.000,1.400,0.860,71
35,,Potato-based products,48,0.001,0.000,0.005,0.003,17,0.086,0.000,0.235,0.885,67
36,,Vegetables,8,0.000,0.000,0.008,0.003,6,0.236,0.000,0.407,0.407,100
37,,Compotes and stewed fruits.,8,0.000,0.000,0.000,0.000,0,0.236,0.094,0.407,0.407,100
38,,Dried vegetables,18,0.001,0.000,0.005,0.004,17,1.14,0.759,1.79,1.52,100
39,,Total,422,0.000,0.000,0.008,0.004,9,0.280,0.000,3.12,1.080,75
40,Ice cream,Ice cream,79,0.000,0.000,0.000,0.000,0,0.073,0.000,0.338,0.692,100
41,Meats and offal,Delicatessen,80,0.003,0.000,0.020,0.011,46,0.073,0.000,0.338,0.229,48
42,,Meat,80,0.002,0.000,0.015,0.008,26,0.035,0.000,0.303,0.189,21
43,,Poultry,16,0.001,0.000,0.011,0.010,75,0.028,0.000,0.445,0.000,0
44,,Poultry,213,0.001,0.000,0.011,0.007,16,0.028,0.000,0.445,0.132,16
45,,Soups,22,0.000,0.000,0.000,0.000,35,0.193,0.000,0.367,0.352,29
46,"Salt, spices, soup and sauces",Soups,22,0.000,0.000,0.000,0.000,0,0.193,0.000,0.367,0.352,86
47,,Condiments and sauces,12,0.001,0.000,0.006,0.005,17,0.255,0.191,0.809,0.685,100
48,,Total,34,0.000,0.000,0.006,0.002,6,0.255,0.000,0.809,0.484,91
49,"Sweeteners, honey and confectionery",Chocolate,10,0.013,0.000,0.006,0.034,25,0.298,0.721,0.562,4.69,88
50,,Sugar and sugar-based products,8,0.001,0.000,0.006,0.006,25,0.298,0.000,5.10,0.537,88
51,,Total,18,0.003,0.000,0.022,0.011,28,1.25,0.000,5.10,4.318,94
