,0,1,2,3,4,5,6,7,8,9,10,11,12
0,Minerals,Measured Groupa,Measured Groupa,,,,,,,,,Comparison between,Comparison between
1,,Mor,,,,,,,,,,A and B,
2,,Estimated A+B (41 cases),Estimated A+B (41 cases),Estimated A+B (41 cases),,A (24 cases),,,B (17 cases),,,,
3,,(E),AMb,ASDb,Median,AM,ASD,Median,AM,ASD,Median,AM,Median
4,Ca,M,689.9,251.0,674.3,744.0,267.7,772.5,613.4,209.6,611.8,ns,ns
5,,E,616.6*d,270.4,616.8*,688.1 nsd,308.4,661.4 ns,515.8*,166.0,495.3*,*,*
6,Cu,M,1.30,0.50,1.15,1.20,0.40,1.14,1.30,0.70,1.20,ns,ns
7,,E,1.30 ns,0.30,1.28**d,1.27 ns,0.20,1.26*,1.40 ns,0.40,1.30**,ns,ns
8,Fe,M,8.10,3.60,7.40,7.30,2.10,6.84,9.20,4.90,8.00,ns,ns
9,,E,9.10 ns,2.20,8.66**,8.90**,2.00,8.65**,9.50 ns,2.30,8.70 ns,ns,ns.
10,K,M,2481,715,2294,2408,767,2156,2583,642,2392,ns,ns
11,,E,2707**,604,2686**,2735**,632,2705**,2667 ns,577,2452 ns,ns,ns.
12,Mg,M,231.4,47.5,231.7,232.2,49.4,228.4,230.3,46.1,231.7,ns,ns
13,,E,287.0**,58.9,266.6**,292.8**,56.7,283.0**,278.8**,62.8,256.2**,ns,ns
14,Mn,M,4.04, 1.23,3.77,4.22, 1.39,4.00,3.79,0.94,3.58,ns,ns
15,,E,4.79**,1.42,4.53**,5.01**,1.49,4.84*,4.48*, 1.29,4.28*,ns,ns
16,Na,M,3783,1108,3491,3649, 1025,3570,3974, 1222,3409,ns,ns
17,,E,3544 ns,773,3428 ns,3432 ns, 691,3472 ns,3701 ns,873,3229 ns,ns,ns
18,P,M,1078,249,1047,1071,248,1072,1088,257,1047,ns,ns
19,,E,1054 ns,224,1018 ns,1078 ns,234,1083 ns,1021*,211,1009*,ns,ns
20,Zn,M,8.02,1.93,7.97,8.27,1.97,7.94,7.66,1.88,7.97,ns,ns
21,,E,7.95 ns,1.36,7.87 ns,8.03 ns,1.25,7.83 ns,7.84 ns,1.53,7.87 ns,ns,ns
