,0,1,2,3,4,5,6,7
0,,,,,GSHmoI/g,,,
1,Foodstuff,N value,wet weight,wet weight,wet weight,dry weight,dry weight,dry weight
2,Orange,6,130  11,130  11,,1190,1190,53
3,Tangerine,4,143,143,3.4,1520,1520,74
4,Apple,5,20,20,5.4,200,200,22
5,Banana,3,23,23,1.7,160,160,10
6,Pear,3,40,+,2.1,270,270,14
7,Green pepper,6,,,6.8,2700,,196
8,Tomato,3,165,165,8.8,1260,1260,53
9,Carrot,3,73+,73+,3.6,720+,720+,55
10,Parsley(leaf),3,400 12,400 12,400 12,4600+190,4600+190,4600+190
11,Spinach,3,40023,40023,40023,5400200,5400200,5400200
12,Broccoli flower),6,44018,44018,44018,3100120,3100120,3100120
13,Broccoli (stem),3,14022,14022,14022,1600270,1600270,1600270
14,Green beans (raw),3,21,+,3.4,107,+,5
15,+DTT,3,59,+,1.2,455 ,455 ,8
16,Green beans boiled 5 min at l00,3,15,+,0.5,86,86,4
17,+DTT,3,19,19,3.6,97 ,97 ,9
18,"Potato Idaho, raw)",3,230 ,230 ,9.6,1300143,1300143,1300143
19,boiled 15 miu at 100,3,111,111,9.1,600,600,74
20,Cauliflower,3b,130,130,12,1900+165,1900+165,1900+165
21,+ DTT,3b,240,240,6.7,4000180,4000180,4000180
22,Yellow squash,3b,69 ,69 ,6.2,900+,900+,96
23,+DTT,3b,180,180,10,2500+180,2500+180,2500+180
24,Yellow squash,3,320,+,30,6700350,6700350,6700350
25,+DTT,3,550,550,51,4200300,4200300,4200300
