,0,1,2,3,4,5,6,7,8,9,10,11
0,Compound (mg/L),T(E),,M(E),,TC(E),,,Az(E),,C(E),
1,,1997,1998,1997,1998,1997,,1998,1997,1998,1997,1998
2,(A) Red wines from the five varieties in the same sub-region,,(A) Red wines from the five varieties in the same sub-region,,,,,,,,,
3,Alcohols,,,,,,,,,,,
4,Hexanol,0.95,1.05,0.03,1.08,1.00,,0.76,1.77,0.17,1.35,0.93
5,cis-3-Hexenol,0.01,0.20,0.03,0.08,0.02,,0.14,0.02,0.57,0.02,0.07
6,Butanol,0.68,0.70,0.54,0.30,0.70,,0.71,0.66,0.57,0.71,0.55
7,Benzyl alcohol,0.76,0.51,0.49,0.19,2.25,,0.40,0.90,0.25,1.23,101.68
8,2-Phenyl ethanol,115.87,53.72,27.44,69.93,57.09,,53.22,90.41,31.31,99.24,101.68
9,4-Methyl-pentanol,0.09,0.07,0.05,0.14,0.07,,0.08,0.09,0.05,0.12,0.08
10,Total,118.36,56.25,29.61,71.72,61.13,,55.31,93.85,33.90,102.67,103.91
11,Esters,,,,,,,,,,,0.62
12,Isoamil acetate,0.49,0.41,0.17,0.44,0.68,,0.24,1.03,0.24,0.82,0.02
13,Hexyl acetate,0.01,0.04,0.02,0.05,0.03,,0.02,0.02,0.02,0.02,0.02
14,2-Phenyl ethyl acetate,0.20,0.10,0.10,0.21,0.09,,0.17,0.16,0.14,0.17,0.29
15,Ethyl hexanoate,0.03,0.10,0.07,0.09,0.09,,0.12,0.06,0.01,0.09,0.10
16,Ethyl octanoate,0.03,0.07,0.07,0.03,0.03,,0.08,0.06,0.08,0.03,0.10
17,Ethyl decanoate,0.01,0.01,0.05,nd,nd,,0.01,nd,nd,nd,0.01
18,Isoamyl lactate,2.02,nd,0.05,nd,0.06,,nd,0.06,nd,0.10,nd
19,Dietil succinate,2.02,6.94,2.82,2.71,0.04,,8.01,2.08,3.92,1.84,4.25
20,Ethyl piruvate,0.09,nd,0.27,nd,0.04,,nd,0.02,nd,0.02,nd
21,Ethyl-3-hydroxy- butyrate,0.44,0.21,0.27,0.25,0.36,,0.24,0.55,0.26,0.42,0.25
22,Ethyl-4-hydroxy- butyrate,4.44,4.39,1.47,3.04,2.47,,3.09,5.37,2.89,3.27,4.79
23,Diethyl malate,0.20,0.12,0.11,0.08,0.13,,0.10,0.13,0.06,0.12,0.11
24,Monoethyl-2- hydroxy-glutarate,1.13,0.38,0.39,0.18,1.19,,0.36,0.66,0.10,0.80,0.28
25,Diethyl-2-hydroxy-glutarate,0.76,0.16,0.27,0.07,0.54,,0.11,0.45,0.05,0.54,0.06
26,Total,10.78,13.03,5.77,7.15,7.76,,12.55,10.7,7.77,8.24,10.96
27,Acids,,,,,,,,,,,
28,Butyric,0.33,0.13,0.05,0.11,0.15,,0.19,0.14,0.17,0.11,0.08
29,Isobutyric,1.65,0.37,0.26,0.38,1.26,,0.40,0.32,0.32,0.38,0.70
30,Isovaleric,1.65,0.62,1.44,0.61,1.26,,0.77,1.39,0.51,1.26,1.01
31,Hexanoic,1.82,1.10,1.45,1.55,1.08,,1.60,1.47,1.46,1.26,1.59
32,Octanoic,1.82,0.79,1.45,1.35,1.06,,1.06,1.57,1.46,1.26,1.59
33,Decanoic,0.25,0.05,0.06,0.14,0.09,,0.03,0.13,0.02,0.11,0.02
34,9-Dodecanoic,0.08,0.03,0.04,0.06,0.01,,0.04,0.03,0.01,0.06,0.03
35,Monoethyl succinic,49.48,41.74,24.89,34.40,44.33,,47.71,43.59,24.82,37.76,36.94
36,Total,55.30,44.83,28.80,34.40,44.33,,51.80,48.64,29.04,42.42,42.59
37,Phenols,,,0.07,,,,,,,,
38,4-Vinyl guaiacol,nd,0.01,0.07,nd,nd,,0.01,nd,nd,nd,0.01
39,Lactones,,,,,,,,,,,
40,y-Butirolactone,3.62,2.97,1.95,1.67,3.81,,3.40,3.58,1.07,3.50,2.23
41,Aldehydes,,,,,,,,,,,
42,Acetoine,2.72,6.58,3.31,7.85,6.62,,6.91,4.01,7.24,7.24,6.84
43,Total,190.78,123.67,69.51,122.79,123.65,,129.98,160.78,79.02,164.07,166.54
44,Compound (mg/L),T(P),,T(B),,,T(Rd),T(Rd),,T(Rg),,T(V)
45,,1997,1998,1997,1998,,1997,,1998,1997,1998,1997
46,(B) Red wine Trincadeira from the eight sub-regions of the Alentejo region,,,,,,,,,,,
47,Alcohols,,,,,,,,,,,
48,Hexanol,1.33,1.09,1.22,1.37,,0.79,,1.16,0.80,1.26,2.75
49,cis-3-Hexenol,0.02,0.01,0.02,0.04,,0.08,,0.16,0.03,0.06,0.07
50,Butanol,0.60,0.56,0.46,0.36,,0.60,,0.56,0.35,0.48,0.35
51,Benzyl alcohol,1.21,0.93,0.17,0.51,,2.50,,0.40,0.35,0.39,0.50
52,2-Phenyl ethanol,124.89,41.58,161.51,113.70,,117.57,117.57,108.64,119.82,73.08,33.86
53,Total,0.07,0.04,0.11,0.14,,121.64,,111.00,0.09,75.42,0.04
