,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Home processing,Sample,Compound,Compound,,,,,,,,,,,,
1,,,3-CQA,SD,5-CQA,SD,4-CQA,SD,"4,5-diCQA",SD,"3,5-diCQA",SD,"3,4-diCQA",SD,HPLC Sum,SD
2,Boiling,Retention,5.11,0.16,8.63,0.26,0.01,0.00,1.25,0.03,1.52,0.15,0.08,0.01,16.71,0.34
3,,Treated,3.60,0.19,4.69,0.08,0.01,0.00,0.87,0.05,1.05,0.05,0.06,0.00,10.36,0.22
4,,(% Retention),70.50,2.96,54.30,1.28,100.00,0.00,69.60,2.84,69.10,5.05,75.00,4.69,62.00,1.29
5,Deep frying,Retention,3.42,0.05,4.51,0.05,0.00,0.00,1.29,0.02,2.36,0.04,0.21,0.01,11.88,0.08
6,,Treated,2.44,0.17,3.46,0.29,0.00,0.00,0.65,0.03,1.77,0.07,0.09,0.06,8.46,0.35
7,,(% Retention),71.30,3.01,76.70,3.64,Nd,,50.40,1.55,75.00,2.12,42.90,15.32,71.20,1.72
8,Microwaving,Retention,3.59,0.10,4.57,0.22,0.03,0.01,1.26,0.10,3.15,0.34,0.41,0.08,13.17,0.44
9,,Treated,3.27,0.13,4.09,0.19,0.02,0.00,1.13,0.07,2.84,0.19,0.31,0.02,11.80,0.31
10,,(% Retention),91.10,3.08,89.50,4.23,66.70,11.12,89.70,6.34,90.20,7.89,75.60,9.81,89.60,2.65
11,Oven baking,Retention,3.30,0.05,4.53,0.10,0.18,0.00,1.61,0.01,2.16,0.04,0.13,0.00,12.05,0.12
12,,Treated,3.06,0.10,4.33,0.04,0.17,0.01,1.45,0.04,1.91,0.10,0.10,0.01,11.15,0.15
13,,(% Retention),92.70,2.22,95.60,1.50,94.40,2.78,90.10,1.52,88.40,3.13,76.90,3.85,92.53,1.09
14,Sauteing,Retention,3.40,0.03,4.15,0.16,0.08,0.01,0.80,0.04,2.94,0.11,0.15,0.01,11.66,0.20
15,,Treated,2.40,0.10,3.62,0.26,0.04,0.00,0.77,0.04,2.54,0.21,0.14,0.01,9.64,0.35
16,,(% Retention),70.60,1.78,87.20,4.81,50.00,3.13,96.30,4.91,86.40,5.19,93.30,6.44,82.70,2.22
17,Steaming,Retention,3.35,0.19,4.23,0.21,0.21,0.02,1.58,0.17,2.22,0.11,1.18,0.05,12.89,0.35
18,,Treated,2.87,0.01,3.62,0.18,0.17,0.00,1.37,0.03,1.76,0.08,0.73,0.02,10.62,0.20
19,,(% Retention),85.70,2.58,85.60,4.25,81.00,3.86,86.70,5.61,79.30,3.77,61.90,2.16,82.40,1.90
