,0,1,2,3,4,5,6,7,8,9,10,11,12,13
0,,Storage ,Genotype a*,Genotype a*,,,,,,b*,,,,
1,,,code,,,,,,,,,,,
2,,,,TO,30 days,30 days,60 days,120 days,180 days,TO,30 days,60 days,120 days,180 days
3,,Amb.,An1,26.30.0 15.10.36 ,26.30.0 15.10.36 ,12.90.20e,12.10.08,17.10.0813.01.06,17.10.0813.01.06,12.90.01,12.90.20e,14.30.08e,12.80.22 f,12.0 1.47 de
4,,,An2,22.40.06  15.8 0.95 ,22.40.06  15.8 0.95 ,8.41.29 b,12.10.61 16.10.6814.61.02e,12.10.61 16.10.6814.61.02e,12.10.61 16.10.6814.61.02e,11.60.0,8.41.29 b,7.30.21 a,5.90.42 b,6.10.95 a
5,,,An3,,,10.30.08  11.70.59,10.20.29b18.70.12 e 17.20.5 ,10.20.29b18.70.12 e 17.20.5 ,10.20.29b18.70.12 e 17.20.5 ,10.30.08  11.70.59,10.30.08  11.70.59,12.10.47 d,4.9 0.07 a,5.90.57 a
6,,,An4,21.20.04 b 12.20.23 b,21.20.04 b 12.20.23 b,8.30.37b,,9.70.20b14.01.4811.70.34d11.50.01,9.70.20b14.01.4811.70.34d11.50.01,,8.30.37b,10.51.61 bcd,6.10.27 b,6.40.59a
7,,,An5,22.90.18 d 11.80.24 b,22.90.18 d 11.80.24 b,12.00.0710.20.39,9.40.87b13.10.2410.70.18,9.40.87b13.10.2410.70.18,9.40.87b13.10.2410.70.18,12.00.0710.20.39,12.00.0710.20.39,11.3  1.27 cd,9.10.22 e,10.5 0.47 cd
8,,,An6,23.40.02 e 13.40.28 c,23.40.02 e 13.40.28 c,9.20.29 b,10.40.44b15.91.2412.50.40,10.40.44b15.91.2412.50.40,10.40.44b15.91.2412.50.40,10.50.00e,9.20.29 b,10.00.48 bc,8.50.21 ,9.30.98 bc
9,,,An7,23.10.0416.90.24f,23.10.0416.90.24f,8.40.18b,13.60.2219.30.09e16.10.56f,13.60.2219.30.09e16.10.56f,13.60.2219.30.09e16.10.56f,10.40.02,8.40.18b,9.10.34 b,8.0 0.24 cd,8.00.38 b
10,,,Cristina,14.90.06a6.90.22 a,14.90.06a6.90.22 a,7.10.04b9.10.29b,6.20.27,8.30.267.20.45,8.30.267.20.45,7.10.04b9.10.29b,7.10.04b9.10.29b,10.10.20 bc,7.60.47c,8.2 0.38 b
11,,,Romina,22.30.04 13.30.37,22.30.04 13.30.37,,,,,,,11.60.16 cd,9.40.48 e,11.3  0.13 de
12,,,Syria,23.60.0616.90.10,23.60.0616.90.10,6.80.065.20.04a,16.10.92e10.50.16b9.10.10b,16.10.92e10.50.16b9.10.10b,16.10.92e10.50.16b9.10.10b,6.80.065.20.04a,6.80.065.20.04a,6.51.15,13.40.1 g,12.3 0.52 e
13,ue,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
14,,Refrig.,An1,26.30.0 25.20.65 d,26.30.0 25.20.65 d,12.90.01 10.70.38 d,23.10.77d9.30.23b8.21.53 b,23.10.77d9.30.23b8.21.53 b,23.10.77d9.30.23b8.21.53 b,12.90.01 10.70.38 d,12.90.01 10.70.38 d,10.80.51 e,10.80.37 cd,9.65.21 abc
15,,,An2,22.40.06 c 20.60.84 b,22.40.06 c 20.60.84 b,11.60.0  8.60.53 bc,19.00.94 b8.40.05 b 8.31.04 b,19.00.94 b8.40.05 b 8.31.04 b,19.00.94 b8.40.05 b 8.31.04 b,11.60.0  8.60.53 bc,11.60.0  8.60.53 bc,7.3 0.42 c,9.60.14 bc,7.90.32 ab
16,,,An3,,,10.30.08  8.90.18 bc,,,,10.30.08  8.90.18 bc,10.30.08  8.90.18 bc,7.4 0.23 c,11.6 0.88 de,12.61.51 abc
17,,,An4,21.20.04 b 21.40.48 b,21.20.04 b 21.40.48 b,11.50.01f8.90.27 bc,18.60.80 b11.80.74 d 9.61.93 b,18.60.80 b11.80.74 d 9.61.93 b,18.60.80 b11.80.74 d 9.61.93 b,11.50.01f8.90.27 bc,11.50.01f8.90.27 bc,7.00.45c,12.90.04 e,10.62.73 bc
18,,,An5,,,12.00.07i 8.90.09 bc,,,,12.00.07i 8.90.09 bc,12.00.07i 8.90.09 bc,7.8 0.22 c,11.5  0.75 de,11.40.73 abc
19,,,An6,,,10.50.00 e 8.1 0.22 b,,,,10.50.00 e 8.1 0.22 b,10.50.00 e 8.1 0.22 b,7.50.19c,7.71.56 b,9.70.84 bc
20,,,An7,23.10.04 d 24.32.15 cd,23.10.04 d 24.32.15 cd,10.40.02  9.91.32 cd,22.90.34 d10.60.70 c9.30.11 b,22.90.34 d10.60.70 c9.30.11 b,22.90.34 d10.60.70 c9.30.11 b,10.40.02  9.91.32 cd,10.40.02  9.91.32 cd,9.20.33 d,8.1 1.36 b,7.60.47 abc
21,,,Cristina,14.90.0615.30.01,14.90.0615.30.01,7.10.04 b 5.30.19 a,12.30.71 a8.20.18 b 7.90.07 b,12.30.71 a8.20.18 b 7.90.07 b,12.30.71 a8.20.18 b 7.90.07 b,7.10.04 b 5.30.19 a,7.10.04 b 5.30.19 a,5.8  0.14 b,8.4 0.40 b,9.63.74 abc
22,,,Romina,22.3 0.04  21.4 2.11 b,22.3 0.04  21.4 2.11 b,20.10.45 bc 6.20.32 a 6.10.26 a,20.10.45 bc 6.20.32 a 6.10.26 a,20.10.45 bc 6.20.32 a 6.10.26 a,20.10.45 bc 6.20.32 a 6.10.26 a,,,8.70.29 d,9.40.36 bc,10.42.43 abc
