,0,1,2,3,4,5,6,7,8
0,Parameter,Calibration set,,,,Validation set,,,
1,(Units),N,Range,Mean,SD,n,Range,Mean,SD
2,-glucan,142,1.18-9.95,5.90,1.81,36,3.46-9.17,6.06,1.55
3,(g/100 g),,,,,,,,1.20
4,Arabinoxylan,145,1.767.93,4.71,1.32,35,2.107.02,4.74,1.20
5,(g/100 g),,,,,,,,
6,Bound Phenol,150,1.706.76,3.65,1.05,36,1.916.37,3.76,1.18
7,(mg/g)a,,,,,,,,
8,Free Phenol,150,1.38-4.15,2.41,0.58,36,1.38-3.51,2.35,0.52
9,(mg/g)a,,,,,,,,
10,Anthocyanin,139,2.7666.47,19.45,14.56,32,3.43-54.03,17.68,14.07
11,g/gb,,,,,,,,
