,0,1,2,3,4,5
0,,Season,,,,SEM
1,,Autumn,Winter,Spring,Summer,
2,C4:0,0.03 B,0.20B,0.05A,0.04B,0.025
3,C6:0,0.25Ab,0.20B,0.27Aa,0.27Aa,0.075
4,C8:0,3.39Ab,5.28c,3.53Aab,10.32A,1.021
5,C10:0,7.14B,5.28c,7.90AB,10.32A,2.603
6,C12:0,6.27B,4.75C,1.03a,8.97A,0.470
7,C12:0,6.27B,4.75C,7.33AB,8.97A,2.594
8,C13:0,0.024,0.02,0.03,0.02,0.019
9,C14:0,5.05A,4.50B,6.10A,6.63A,1.676
10,C14:1,0.30,0.34,0.34,0.27,0.128
11,C15:1,0.32,0.44,0.41,0.29,0.369
12,C15:1,20.52B,0.17,0.17,20.18B,0.045
13,C16:0,3.74B,5.01A,21.18B,20.18B,2.941
14,C16:1,3.74B,5.01A,3.10c,2.29c,1.697
15,C17:0,0.38B,0.45A,0.39B,0.25A,0.067
16,C17:1,0.38B,1.63B,1.92A,0.29B,0.126
17,C18:0,1.89A,1.63B,1.92A,2.024,0.388
18,C18:1 trans-9,0.03,1.40A,0.03,0.79B,0.122
19,C18:1 trans-11,1.17AB,1.40A,1.09B,0.79B,0.411
20,C18:1 cis-9,25.56B,27.52A,21.75c,20.07c,4.500
21,"C18:2 trans-9,12",0.02,0.02,0.01,0.01,0.020
22,"C18:2 cis-9,12",13.33,14.39,0.25b,13.65,4.54
23,C18:3n3,0.31a,0.28a,0.25b,0.29a,0.068
24,C18:3 n6,0.03,0.04,0.03,0.03,0.015
25,C20:0,0.037,0.03,0.04,0.04,0.016
26,C20:1,6.80A,6.51B,9.38A,7.05A,4.224
27,C21:0,0.06,0.04,0.04,0.04,0.084
28,C20:2,0.16b,0.16b,0.20,0.19a,0.061
29,C20:3n3,0.17,0.18,0.20,0.20,0.135
30,C20:3 n6,0.03,0.04,0.03,0.03,0.015
31,C22:0,0.03,0.02,0.03,0.03,0.017
32,C22:1,0.04,0.05,0.04,0.04,0.024
33,C20:4,0.04,0.03,0.04,0.05,0.02
34,C23:0,0.02,0.02,0.02,0.02,0.008
35,C22:2,0.01,0.01,0.01,0.01,0.008
36,C20:5,0.01B,0.01B,0.01B,0.02A,0.010
37,C24:0,0.02B,0.02B,0.02,0.02,0.014
38,C24:1,0.02B,0.02B,0.02B,0.03A,0.015
39,C22:5,0.01,0.04,0.03,0.01,0.044
40,C22:6,0.06,0.07,0.04,0.05,0.041
41,SCFA(C10),10.80B,39.31,11.76AB,14.98A,3.628
42,MCFA(C11C17,39.39,39.31,40.34,40.30,5.756
43,LCFA (C18),49.80A,52.58A,47.90B,44.72B,7.055
44,SFA,47.63A,43.14B,50.16A,54.47A,7.500
45,PUFA,38.19AB,41.59A,36.29B,30.99B,7.344
46,PUFA,14.18,15.27,1.03B,0.89B,4.588
47,UFA/SFA,1.17B,1.384,1.03B,0.89B,0.019
48,n3/n6,0.04,0.05,0.04,0.04,0.019
49,Desaturase C14 index,0.06,0.07,0.05,0.04,0.034
50,Desaturase C16 index,0.93B,0.17A,0.12B,0.108,0.046
51,Desaturase C18 index,0.93B,0.94A,0.92BC,0.90c,0.028
