,0,1,2,3,4,5,6
0,,Conventional farms,Conventional farms,,,,
1,experimental year,2013,,,,,
2,month,V,VI,VII,VIII,IX,X
3,maximum temperature (C,18.9,24.7,27.2,26.2,17.3,15.0
4,minimum temperature (C),10.8,14.1,16.2,15.6,8.3,6.4
5,rainfall mm/month (mm,11.9,14.2,8.3,7.9,9.1,6.7
6,sun hours per month (h),224.2,243.5,266.1,247.0,240.5,155.0
7,experimentalyear,2014,,,,,
8,month,V,VI,VII,VIII,IX,X
9,maximum temperature (C),17.9,22.6,24.2,25.2,20.3,14.7
10,minimum temperature (C,8.6,13.1,16.0,13.5,9.9,5.6
11,rainfall mm/month (mm),15.2,7.6,15.5,2.2,2.2,4.0
12,sun hours per month (h),218.0,224.0,230.4,186.0,187.0,139.5
