,0,1,2,3,4,5,6,7,8
0,Solid,,ACE-K,SAC,ASP,ALI,NHDC,RBA,NEO
1,,Intercept,1265,953.6,700.5,793,311.1,385.4,321.2
2,,SD of intercept,799.6,1234,545.1,557.8,189.3,451.2,238.1
3,,R2,0.9998,0.9998,0.9998,0.9998,1.000,0.9996,1.000
4,,Intra-day linearity (n=12),,,,,,,
5,,Slope,8794,100.4,8057,7042,10270,813.8,6888
6,Intraday-2,SD of slope,36.3,100.4,18.9,21.3,12.8,4.5,6.1
7,Intraday-2,Intercept,759.9,721.8,608.1,1366,73,215.7,383.8
8,,SD of intercept,758.6,1050,396.8,445.2,268.2,418.1,126.9
9,,R2,0.9998,0.9998,1.000,1.000,1.000,0.9998,1.000
10,,Intra-day linearity (n=12),,,,,,,
11,,Slope,8787,26380,8035,7093,10313,819.5,6871
12,Intraday-3,SD of slope,35.6,111.1,31.9,17.8,10.3,4.8,9.8
13,Intraday-3,Intercept,625.6,1134,969.8,161.9,678.3,670.2,39.9
14,,SD of intercept,743.4,1162,666.3,371.6,214.7,452.1,205.9
15,,R2,0.9998,0.9998,0.9998,1.000,1.000,0.9996,1.000
