,0,1,2,3
0,Nutrients,Bara,Channa,Whole doubles
1,Proximates (g/100 g) edible sample,,,
2,Moisture,32.2 (0.1),59.7 (0.4),54.8 (0.8)
3,Protein,6.6 (0.2),9.3 (0.3),6.9 (0.1)
4,Fat,14.2 (0.8),2.4 (0.1),8.5 (0.1)
5,Ash,0.8 (0.1),3.3 (0.1),1.8 (0.1)
6,Total dietary fiber,2.5 (1.8),10.4 (2.1),3.7 (0.9)
7,Total carbohydrate (by difference),46.2 (1.1),25.3 (1.2),28.1(1.5)
8,Energy kJ,1410,668,905
9,kcal,337,160,215
10,Minerals (mg/100 g),,,
11,Calcium,6.0 (2.3),21 (5),11 (3)
12,Potassium,93 (13),389 (45),222 (8)
13,Sodium,111 (12),284 (13),230 (14)
14,Iron,3.1 (1.9),3.5 (2.7),3.3 (1.9)
15,Magnesium,19 (3),37 (2),27 (2)
16,Phosphorus,110 (24),132 (8),104 (17)
17,Zinc,0.58 (0.14),0.95 (0.64),0.53 (0.52)
18,Copper,Trace,0.16 (0.09),Trace
19,Manganese,0.45 (0.03),1.2 (0.1),0.72 (0.05)
