,0,1,2,3,4,5,6,7,8,9,10
0,Species,Nb,Xanthophylls,,Cyclic carotenes,,,,Acyclic carotenes,Acyclic carotenes,Vitamin A
1,,,Lutein,Zeaxanthin,-Carotene,13-cis--,All-trans-B,9-cis-B-,Phytoene,Neurosporene,RAE/100gFW
2,,,,,,Carotenea,carotene,Carotenea,,,
3,Ipomoea batatas,30,n.d.,n.d.,n.d.,n.d.,n.d.-14543.1,n.d.,n.d.-tr.,n.d.,n.d.-1211.9
4,Manihot esculenta,22,n.d.-4.9,n.d.,n.d.,tr.-195.6,14.1-490.0,tr.-189.1,tr.-7032.4,n.d.,1.2-57.7
5,D.alata,20,n.d.-tr.,n.d.-tr.,n.d.-tr.,n.d.,tr.-16.1,n.d.,n.d.-tr.,n.d.,tr.-1.3
6,D.bulbifera,14,12.4-67.9,n.d.-tr.,n.d.-tr.,n.d.,n.d.-11.1,n.d.,n.d.-488.2,n.d.-20.9,n.d.-0.9
7,D.bulbifera(bulbils,13,51.2-172.1,n.d.-tr.,n.d.-tr.,n.d.,n.d.-17.7,n.d.,n.d.-680.2,n.d.-tr.,n.d.-1.5
8,D. cayenensis,4,n.d.-tr.,n.d.-tr.,n.d.-tr.,n.d.,tr.-10.1,n.d.,n.d.,n.d.,tr.-0.8
9,D.esculenta,10,tr.,n.d.-tr.,n.d.-tr.,n.d.,tr.-6.6,tr.,n.d.,n.d.,tr.-0.6
10,D.pentaphylla,3,n.d.,n.d.,n.d.-tr.,n.d.,n.d.-tr.,n.d.,tr.-18.6,tr.,n.d.-tr.
11,Colocasia esculenta,24,tr.-11.4,n.d.-tr.,n.d.,tr.-46.7,tr.-146.1,tr.-18.0,n.d.-tr.,n.d.,tr.-17.0
12,Xanthosoma sagittifolium,7,11.4-19.1,n.d.-tr.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.,n.d.
13,Alocasia macrorrhyza,3,tr.-15.2,n.d.,n.d.,n.d.,tr.,tr.,n.d.,n.d.,tr.
