,0,1,2,3,4,5,6
0,,Cod,n,dw,Salmon,n,dw
1,Muscle,1.60.7AB,7,18,0.70.3A,6,32*
2,Skin,1.90.6ABC,7,26,2.20.9ABCD,6,45
3,Brain,3.30.5ABC,3,19,1.90.7,2,n.a.
4,Eye,0.80.1A,3,9,1.70.9ABC,3,35
5,Heart,8.33.7D,4,19,5.60.9E,6,21
6,Gills,5.23.1BCD,7,21,3.31.2CD,6,32
7,Kidney,6.0 3.4CD,7,16,3.30.2CD,6,19
8,Stomach and,3.91.3ABC,10,17,3.80.0DE,3,n.a.
9,intestine,,,,,,
10,Pyloric caeca,5.71.6ABCD,5,18,3.10.3CD,3,n.a.
11,Bile,2.50.9ABC,5,11,1.00.3AB,6,n.a.
12,Liver,2.41.3ABC,7,67,2.70.6BCD,6,23
13,Spleen,5.12.1ABCD,5,22,5.51.3E,6,24
14,Sperm,4.11.3ABCD,4,16,3.90.gDE,3,18
15,Eggs,5.41.3,2,n.a.,1.60.7,2,n.a.
