,0,1,2
0,Sample,Type,Water
1,,,content
2,,,(%)
3,A,"Fishmeal(unspecified species,commercial",7.84
4,B,"Cod(Gadus morhua filet,freeze dried and milled",2.31
5,C,Salmon(Salmo salar filet.freeze dried and milled,6.49
6,D,"Herring(Clupea harengusroe,freeze dried and milled",1.50
7,E,"Krill(Euphausia superbameal, commercial",6.09
8,F,"Fishmeal, blue whiting(Micromesistius poutassou)",10.48
9,,commercial,
10,G,Fishmeal(unspecified species).commercial,7.47
11,H,"Krill(Euphausia superba meal,produced by Nofima",6.39
