,0,1,2,3,4,5,6,7,8,9,10,11
0,Trait,,N,Math,LF,SEc,R2,SEcv,R2ev,SEnv,R2av,RPDnv
1,Nitrogen related traits (%),Nitrogen related traits (%),,,,,,,,,,
2,,Total nitrogen,500,SNV1881,9,0.80,0.98,0.89,0.97,0.91,0.97,5.95
3,,Soluble nitrogen,504,MSC1441,7,0.40,0.83,0.46,0.78,0.46,0.78,2.15
4,,Ripening index,509,NO1441,8,2.86,0.59,3.21,0.48,3.40,0.44,1.34
5,Minerals (g/100 g),Minerals (g/100 g),509,,,2.86,,,,,,
6,,Ca,506,MSC0011,12,0.05,0.89,0.06,0.87,0.06,0.87,2.77
7,,P,509,SND1881,7,0.03,0.95,0.03,0.94,0.03,0.94,2.07
8,,K,512,NO1881,9,0.02,0.82,0.02,0.78,0.02,0.77,2.07
9,,Mg,509, NO1441,7,0.009,0.82,0.010,0.78,0.01,0.78,2.13
10,,Na,511,MSC0011,11,0.05,0.92,0.06,0.90,0.05,0.90,3.12
