,0,1,2,3,4
0,Food ingredients (%),,Experimental diets,Experimental diets,
1,,Control,Diet D2,Diet D3,Diet D4
2,,(Diet D1),,,
3,Casein(83% crude protein,36,36,36,36
4,Gelatin (83% crude protein),6.2,6.2,6.2,6.2
5,Dextrin,24.7,22.4,20.2,18
6,Wheat starch,12,12,12,12
7,Sunflower oil,8,8,8,8
8,n-3 series fatty acida,,1,2,3
9,Dicalcium phosphate,1.00,1.00,1.00,1.00
10,Sodium phosphate,0.40,0.40,0.40,0.40
11,Antioxidantb,0.10,0.10,0.10,0.10
12,Vitamin mixture,0.50,0.50,0.50,0.50
13,Mineral mixture,0.18,0.18,0.18,0.18
14,Alfa-cellulose,10.92,12.22,13.42,14.62
