,0,1,2,3,4,5,6,7,8,9,10,11
0,Recipe (100 g),,Water,Protein,Lipids,Carbohydrate,Dietary,Energy,Fatty acids,Fatty acids,Fatty acids,
1,,,(g),(g),(g),(g),fiber (g),value,,,,
2,,,,,,,,(kJ(kcal)),SFA,SFA,MUFA,PUFA
3,,,,,,,,,(g),,(g),(g)
4,Chickpea balls,Aa,61.0,6.2,7.9,21.2,2.4,732 (175),,1.2,5.0,1.3
5,,Cb,61.0,6.2,10.4,17.1,3.2,771 (184),,1.5,7.0,1.4
6,Difference (%),,0,0,+32,-19,+33,+5,+25,+25,+40,+8
7,Fried courgette,A,57.8,4.4,17.8,18.0,1.6,956 (228),,2.6,13.0,1.5
8,,c,57.7,4.5,19.2,12.6,1.9,1001 (239),,2.8,13.9,1.8
9,Difference (%),,0,+2,+8,30,+ 19,+5,+8,+8,+7,+20
