,0,1,2,3,4,5,6,7,8,9,10,11
0,WINE,PUT,AGM,CAD,,,ETA,HIM,TYM,TRY,PEA,TOTAL
1,Y1,14.10.9,2.5  0.1,1.7 0.2,1.7 0.2,1.7 0.2,22  1,6.0  0.2,1.4  0.2,n.d.,n.d.,47.7
2,Y2,13.7  0.5,n.d.,0.59  0.07,0.59  0.07,0.59  0.07,22  3,2.4  0.2,0.7  0.1,n.d.,n.d.,39.4
3,Y3,14.7  0.9,3.0  0.2,2.4  0.2,2.4  0.2,2.4  0.2,20  2,n.d.,2.52  0.09,n.d.,n.d.,42.6
4,Y4,27.4  0.6,4.3  0.5,2.5  0.3,2.5  0.3,2.5  0.3,261,7.3  0.5,3.0  0.3,n.d.,n.d.,70.5
5,Y5,42.6  0.9,n.d.,n.d.,,,161,10.3  0.2,3.3  0.2,n.d.,n.d.,72.2
6,Y6,12.10.4,0.370.08,1.50.1,1.50.1,1.50.1,231,4.70.1,2.2 0.1,n.d.,0.190.06,44.1
7,01,9.80.4,0.09,0.99,+,0.08,161,5.2  0.2,2.4  0.1,n.d.,n.d.,35.4
8,02,6.9  0.3,n.d.,n.d.,,,18.0  0.3,1.3  0.2,1.4  0.2,n.d.,n.d.,27.6
9,03,233,2.8  0.2,2.1  0.2,2.1  0.2,2.1  0.2,192, 0.2,4.1  0.3,n.d.,n.d.,59.3
10,04,34.10.6,2.5  0.2,1.9  0.3,1.9  0.3,1.9  0.3,27.7  0.6,5.3  0.4,1.9  0.4,n.d.,n.d.,73.4
11,05,14.00.6,n.d.,n.d.,,,22.3  0.3,1.1  0.3,n.d.,n.d.,n.d.,37.4
12,06,14.2  0.7,n.d.,n.d.,,,14.5  0.1,9.1  0.4,n.d.,n.d.,n.d.,37.8
13,A1,5.88  0.04,n.d.,1.5  0.2,1.5  0.2,1.5  0.2,13.0  0.4,1.3  0.1,0.5  0.2,n.d.,n.d.,22.2
14,YOUNG AVERAGE,20.8,1.7,1.5,,,21.5,5.1,2.2,n.d.,n.d.,52.8
15,OAK AVERAGE,17.0,1.0,0.8,,,19.6,5.1,1.6,n.d.,n.d.,45.1
