,0,1,2,3,4,5,6,7,8,9,10,11,12
0,food,(X,Median,Meansd(n),Median,Meansd(n),Median,Meansd(n),Kedian,Meansd(n),Median,Meansd(n),Meangsd(n)
1,"Vegetables,Leafy",,,,,,,,,,,,
2,"Spinach,fresh/",,,4.993.8328,,0.45+0.1628,,0.0780.02628,0.449,,,,0.0000.000+0.000280.0000.01.00228
3,"frozen, boiled 93.3","frozen, boiled 93.3",3.44,4.993.8328,0.43,0.45+0.1628,0.073,0.0780.02628,0.449,0.5220.22728,,0.0000.000+0.000280.0000.01.00228,0.0000.000+0.000280.0000.01.00228
4,"Spinach, canned",,,,0.43,,,,,,,,
5,,96.7,1.67,1.68+0.3728,0.390.41+0.1128,0.390.41+0.1128,0.074,0.074+0.01728,,0.6850.688+0.178280.0000.000+0.002280.0050.0050.00528,,0.6850.688+0.178280.0000.000+0.002280.0050.0050.00528,0.6850.688+0.178280.0000.000+0.002280.0050.0050.00528
6,"frozen,boiled 93.0","frozen,boiled 93.0",1.12,1.190.4228,0.24,0.24+0.0828),0.037,0.0390.01328,,0.446 0.5030.328(28 0.0000.000+0.00128 0.0000.0010.00228),,0.446 0.5030.328(28 0.0000.000+0.00128 0.0000.0010.00228),0.446 0.5030.328(28 0.0000.000+0.00128 0.0000.0010.00228)
7,"Lettuce,crisp",,0.31,,,,,,,,,,
8,"head, raw",96.9,0.31,0.36+0.1728,0.17,0.16+0.0528,0.023,0.0270.0t528,0.130,0.1340.039280.0000.000+0.000280.0000.0000.0029,,0.1340.039280.0000.000+0.000280.0000.0000.0029,0.1340.039280.0000.000+0.000280.0000.0000.0029
9,boited',95.9,0.16,0.170.05(28,0.09,0.090.0328,0.010,0.0120.00828,0.101,0.117G.063(280.0000.000+0.000280.0000.0000.001(28,0.117G.063(280.0000.000+0.000280.0000.0000.001(28,0.117G.063(280.0000.000+0.000280.0000.0000.001(28,0.117G.063(280.0000.000+0.000280.0000.0000.001(28
10,dressing.,,,0.400.08(28,,,,,0.145,,,,
11,homemade,74.5,0.39,0.400.08(28,0.18,0.150.0628,0.020,0.0190.011(28,0.145,.1600.067280.0000.0000.000280.0020.0050.00828,.1600.067280.0000.0000.000280.0020.0050.00828,.1600.067280.0000.0000.000280.0020.0050.00828,.1600.067280.0000.0000.000280.0020.0050.00828
12,carned,92.9,0.60,1.141.1728,0.14,0.24+0.2228,0.020 0.0210.01328,0.020 0.0210.01328,0.124,0.1220.031280.0000.0000.000260.0000.0010.001(28,0.1220.031280.0000.0000.000260.0000.0010.001(28,0.1220.031280.0000.0000.000260.0000.0010.001(28,0.1220.031280.0000.0000.000260.0000.0010.001(28
13,Yegetables.stem/flower,Yegetables.stem/flower,,,,,,,,,,,
14,"frozen,boiled 93.1","frozen,boiled 93.1",0.49,0.530.1628,0.25,0.250.0828,0.033,0.0330.01228,0.211,0.2070.050280.0000.0000.00028) 0.000 0.0000.001(28,,0.2070.050280.0000.0000.00028) 0.000 0.0000.001(28,0.2070.050280.0000.0000.00028) 0.000 0.0000.001(28
15,"fresh/frozen,",93.4,,,,0.170.170.0328,,,0.127,,,,
16,boiled,93.4,0.31,0.320.07(28,0.170.170.0328,0.170.170.0328,0.018,0.0180.009(28,0.127,0.1320.024280.0000.000+0.001280.0000.0010.001(25,,0.1320.024280.0000.000+0.001280.0000.0010.001(25,0.1320.024280.0000.000+0.001280.0000.0010.001(25
17,"fresh/frozen,",,,,,,,,,,,,
18,bo1lea,92.6,U.60,.710.31(28,U.42 0.410.0828,U.42 0.410.0828,0.113,0.120.0228,0.148,0.150.029280.0000.0010.004280.0000.0000.001(28,0.150.029280.0000.0010.004280.0000.0000.001(28,0.150.029280.0000.0010.004280.0000.0000.001(28,0.150.029280.0000.0010.004280.0000.0000.001(28
19,,95.4,0.15,0.180.1028,0.110.140.1227,0.110.140.1227,0.0250.0350.03728,0.0250.0350.03728,0.0960.1010.042(280.0000.0000.001(280.0000.0010.002(28,0.0960.1010.042(280.0000.0000.001(280.0000.0010.002(28,0.0960.1010.042(280.0000.0000.001(280.0000.0010.002(28,0.0960.1010.042(280.0000.0000.001(280.0000.0010.002(28,0.0960.1010.042(280.0000.0000.001(280.0000.0010.002(28
20,"pinto beans,","Yegetables, beans/peas",,,,,,,,,,,
21,bailed,70.1,2.21,2.210.4528,1.021.030.1328,1.021.030.1328,0.2470.2530.04927,0.2470.2530.04927,,0.540 0.5330.068(280.0070.0060.00428 0.0040.0190.0428,,0.540 0.5330.068(280.0070.0060.00428 0.0040.0190.0428,0.540 0.5330.068(280.0070.0060.00428 0.0040.0190.0428
22,boiled,70.5,2.16,2.140.31(28,1.431.430.2028,1.431.430.2028,0.2640.2710.04027,0.2640.2710.04027,0.5100.5130.078280.0000.0010.002280.0060.0330.07128,0.5100.5130.078280.0000.0010.002280.0060.0330.07128,0.5100.5130.078280.0000.0010.002280.0060.0330.07128,0.5100.5130.078280.0000.0010.002280.0060.0330.07128,0.5100.5130.078280.0000.0010.002280.0060.0330.07128
23,"Red beans,",76.0,2.36,2.450.4128,1.001.020.1528,1.001.020.1528,0.263 0.2590.05227),0.263 0.2590.05227),,0.660 0.6630.111280.000 0.0020.00428 0.0050.0350.068(28),,0.660 0.6630.111280.000 0.0020.00428 0.0050.0350.068(28),0.660 0.6630.111280.000 0.0020.00428 0.0050.0350.068(28)
24,boiled,71.6,2.19,2.190.3628,1.011.000.1323,1.011.000.1323,0.2440.2440.03827),0.2440.2440.03827),0.5250.5150.084280.0000.0000.001280.0050.027.,0.5250.5150.084280.0000.0000.001280.0050.027.,0.5250.5150.084280.0000.0000.001280.0050.027.,0.5250.5150.084280.0000.0000.001280.0050.027.,0.5250.5150.084280.0000.0000.001280.0050.027.
25,Pork and beans,,,,,1.431.490.4628,,0.188 0.1910.02427,,,,,
26,Lima beans,73.8,1.58,1.620.1628,1.431.490.4628,1.431.490.4628,0.188 0.1910.02427,0.188 0.1910.02427,,0.364 0.3760.049280.0000.002+0.00328 0.0030.0060.00B(28,,0.364 0.3760.049280.0000.002+0.00328 0.0030.0060.00B(28,0.364 0.3760.049280.0000.002+0.00328 0.0030.0060.00B(28
27,"frozen,boiled 71.2","frozen,boiled 71.2",1.79,1.790.3528,0.730.75+0.2228,0.730.75+0.2228,0.167 0.1620.03027,0.167 0.1620.03027,,0.620 0.6410.12028) 0.000 0.0000.00028 0.0060.0380.08528,,0.620 0.6410.12028) 0.000 0.0000.00028 0.0060.0380.08528,0.620 0.6410.12028) 0.000 0.0000.00028 0.0060.0380.08528
28,"mature,boiled 75.2","mature,boiled 75.2",1.59,1.60.2926,0.880.880.1228,0.880.880.1228,0.193 0.2020.03927),0.193 0.2020.03927),,0.475 0.4990.09428)0.0000.0020.005280.0020.0120.02328,,0.475 0.4990.09428)0.0000.0020.005280.0020.0120.02328,0.475 0.4990.09428)0.0000.0020.005280.0020.0120.02328
29,Green peas,,1.45,1.470.2728,,0.640.650.16(28,,0.1000.02127,0.272,,,,0.2740.062280.0000.0000.000280.0000.0030.00728
30,"frozen,boiied 62.5","frozen,boiied 62.5",1.45,1.470.2728,0.640.650.16(28,0.640.650.16(28,0.101,0.1000.02127,0.272,0.2740.062280.0000.0000.000280.0000.0030.00728,,0.2740.062280.0000.0000.000280.0000.0030.00728,0.2740.062280.0000.0000.000280.0000.0030.00728
31,canned,82.7,1.22,1.300.3328,0.710.74+0.1328,0.710.74+0.1328,0.100 0.1020.03827,0.100 0.1020.03827,,0.219 0.2230.031(280.000 0.0000.C01280.0000.0040.01428,,0.219 0.2230.031(280.000 0.0000.C01280.0000.0040.01428,0.219 0.2230.031(280.000 0.0000.C01280.0000.0040.01428
32,"Carrot,raw",Yegetabies._root/tuber,,,,,,,,,,,
33,,90.1,0.27,0.280.0728,0.250.250.05(28,0.250.250.05(28,0.049 0.0520.019(28),0.049 0.0520.019(28),0.1440.154+0.061280.0000.0000.000280.0000.000.00228,0.1440.154+0.061280.0000.0000.000280.0000.000.00228,0.1440.154+0.061280.0000.0000.000280.0000.000.00228,0.1440.154+0.061280.0000.0000.000280.0000.000.00228,0.1440.154+0.061280.0000.0000.000280.0000.000.00228
34,"Beets,canned",91.9,0.62,0.70.3328),0.31,0.340.1028,0.0430.0440.01128,0.0430.0440.01128,,0.422 0.4330.113280.0000.000.000230.0000.0010.00228,,0.422 0.4330.113280.0000.000.000230.0000.0010.00228,0.422 0.4330.113280.0000.000.000230.0000.0010.00228
35,"Radishes, raw",,,.290.2028,,,,0.017 0.0140.00828,,,,,
36,,95.8,0.22,.290.2028,0.180.180.0728,0.180.180.0728,0.017 0.0140.00828,0.017 0.0140.00828,0.0410.0460.016280.0000.0000.000280.0000.0010.00226,0.0410.0460.016280.0000.0000.000280.0000.0010.00226,0.0410.0460.016280.0000.0000.000280.0000.0010.00226,0.0410.0460.016280.0000.0000.000280.0000.0010.00226,0.0410.0460.016280.0000.0000.000280.0000.0010.00226
37,Onionra,90.3,0.21,0.220.07(28),0.170.18+0.0528,0.170.18+0.0528,0.0410.0410.01528,0.0410.0410.01528,,0.150 0.1510.04428 0.000 0.0000.00023 0.0000.0020.00428,,0.150 0.1510.04428 0.000 0.0000.00023 0.0000.0020.00428,0.150 0.1510.04428 0.000 0.0000.00023 0.0000.0020.00428
38,Onion rings,,,,,,,,,,,,
39,"frozen,heated 44.6","frozen,heated 44.6",0.96,0.96+0.2128,0.430.430.07(28,0.430.430.07(28,0.0800.086.02728,0.0800.086.02728,0.340 0.346+0.063280.0000.0020.003280.0180.0330.05528,0.340 0.346+0.063280.0000.0020.003280.0180.0330.05528,0.340 0.346+0.063280.0000.0020.003280.0180.0330.05528,0.340 0.346+0.063280.0000.0020.003280.0180.0330.05528,0.340 0.346+0.063280.0000.0020.003280.0180.0330.05528
40,"peel,baked",76.4,0.82,0.800.21(28,0.3,0.31+0.09(28,0.154.1780.07028,0.154.1780.07028,0.4520.5810.319280.0000.000*0.000280.0020.0030.00325,0.4520.5810.319280.0000.000*0.000280.0020.0030.00325,0.4520.5810.319280.0000.000*0.000280.0020.0030.00325,0.4520.5810.319280.0000.000*0.000280.0020.0030.00325,0.4520.5810.319280.0000.000*0.000280.0020.0030.00325
41,"candied,",,,,,,,,,,,,
42,homemade,60.6,1.00,1.010.3328,0.27,0.26+0.0628,0.1360.146+0.03927,0.1360.146+0.03927,.2960.3590.187280.0000.000+.000280.0080.0170.0242B,.2960.3590.187280.0000.000+.000280.0080.0170.0242B,.2960.3590.187280.0000.000+.000280.0080.0170.0242B,.2960.3590.187280.0000.000+.000280.0080.0170.0242B,.2960.3590.187280.0000.000+.000280.0080.0170.0242B
43,baked,77.4,1.24,1.480.6828,0.36,0.350.08(28,.099,0.1050.04427,0.229,,,,0.2340.059280.000 0.000+0.000280.0080.0360.06628
44,Potatoes,81.1,0.33,0.350.1128,0.21,0.22+0.0828,0.0680.0690.03028,0.0680.0690.03028,,0.121 0.270.032(280.0000.0000.000280.0010.0070.02328,,0.121 0.270.032(280.0000.0000.000280.0010.0070.02328,0.121 0.270.032(280.0000.0000.000280.0010.0070.02328
45,"mashed, from",,,,,,,0.0480.0510.01728,,,,,
46,"French fries,",79.6,0.32,0.33+0.0928,0.22,0.22+0.0428,0.0480.0510.01728,0.0480.0510.01728,,0.0730.0750.016280.0000.0000.000280.0320.0640.10028,,0.0730.0750.016280.0000.0000.000280.0320.0640.10028,0.0730.0750.016280.0000.0000.000280.0320.0640.10028
