,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0,Cultivar,Hydroxycinnamic acid,,,,,,,Flavonol,,,,,,
1,and treatment,Ferulic,Sinapic,Ferulic,Sinapic,Ferulic,Triferuloyl-Total,Triferuloyl-Total,Myricetin-,Quercetin-,Rutin,Kaempferol-,Kaempferol-,Isorhamnetin-Total,Isorhamnetin-Total
2,,acid-,acid-hexoside acid,acid-hexoside acid,acid,acid-,dihexosose hydrocycinnamic deoxyhexose- deoxyhexose-,,dihexosose hydrocycinnamic deoxyhexose- deoxyhexose-,dihexosose hydrocycinnamic deoxyhexose- deoxyhexose-,,deoxyhexose- 3-0-rutinoside 3-0-rutinoside flavonols,deoxyhexose- 3-0-rutinoside 3-0-rutinoside flavonols,deoxyhexose- 3-0-rutinoside 3-0-rutinoside flavonols,deoxyhexose- 3-0-rutinoside 3-0-rutinoside flavonols
3,,hexoside,,,,conjugate,,acids,hexoside,hexoside,,hexoside,,,
4,Mbeta 1,,,,,,,,,,,,,,
5,Raw,7.4  1.9a 23.9  9.9a,6.4  3.4a,9.3  4.3b,81a,52.725.9a 3110.5a,52.725.9a 3110.5a,139  53.2a,110 27.2a,86.8 25a,450156a35.210a,450156a35.210a,155 58.5a,79.6 32.1a,917293a
6,Boiled,4.21.2b 11.61.9a,3.5  1.6a,30.5  6.6a,12  2.6a,5.60.gb,145.9b,81.4  2.9a,124  12.9a,74.4  16a,290111a,273.0b,79.9 7.6a,47.6  17.4a,643  157a
7,Red Yade,,,,,,,,,,,,,,
8,Raw,7.1 1.6a 29.9  7.6a,16  4.4a,11.9 1.2b,3.70.4b,75.5 21.1a 30.93.4a,75.5 21.1a 30.93.4a,17534.3a,11427.4a,75.2  14.1a,482 206a 35.5 4a,482 206a 35.5 4a,173.9 49.7a,13973.1a,1020363a
9,Boiled,4.50.7b 10.6 2.4b 12.8 2.3a,4.50.7b 10.6 2.4b 12.8 2.3a,34.3  3.3a,14.9 1.4a,5.70.9b,12.81.8b 95.57.5b,12.81.8b 95.57.5b,90.7 10.8a,36.73.4b,1947.5b,19.22.5b,67.3  10.3b,52.7  5.1a,46121.3b
10,Essang,,,,5.42b,,,,,,,,,,541 169a
11,Raw,3.0 0.2a 26.2 4.7a 10.9 1.6a,3.0 0.2a 26.2 4.7a 10.9 1.6a,120.3b,5.42b,67.5  12.3a 14.6 1.3a,67.5  12.3a 14.6 1.3a,14017.8a,90.9  2.5a,35.95.1a,25111519.51.6,25111519.51.6,61.5  3.7a,81.8  52.1a,541 169a
12,Boiled,2.51.4a17.61.5b,7.51.6b,56.65.1a,17.2  2.6a,142.7b,14.82.1a,13013.2a,107.316a,36.7  4.7a,19240.7a19.90.4a,19240.7a19.90.4a,52.1 1.7b,40.17.9a,44840.5a
13,Moto Ebanga,,,,,,,,,,,,,,
14,Raw,29.3 2.5a 11.14.2a,29.3 2.5a 11.14.2a,16.2 5.2b,2322.8a,102 23.4a 24.2 6.1a,102 23.4a 24.2 6.1a,21361.4a,93.7  14.6a,87.15.9a,476  12.7a 36.4  3.3a,476  12.7a 36.4  3.3a,16730.9a,11624.3a,97841.3
15,Boiled,3.50.gb10.83.1b,8.4  1.3a,52.6  9.8a,18.8 1.5a,17.36.5b,15.72.6,12718.8b,90.6  10.1a,60.5  13.7b,324135a25.15.5b,324135a25.15.5b,10937.9a,73.932.4a,683210b
16,Mbouroukou N1,,,,,,,,,,,,,,
17,Raw,5.2 0.7a 14.3  2.6a,7  1.6a,10.12.7b,4.8  0.6b,32.89.5a,13.63.2a,87.818.7a,56.53a,107.414.1a,36846a,39.64.2a,14015.3a,1063a,817  33.6a
18,Boiled,8.04.9a11.31.2a,8.7  3.3a,30 2.9a,213.8a,4.8  1.3b,6.51.1b,90.212.8a,69.1  8.7a,8318.3a,242103a28.25.1b,242103a28.25.1b,81.120.gb,65.8 31.6b,569167b
19,F568,,,,,,,,,,,,,,
20,Raw,6.01.7a 20.35a,26.4  11.2a,72.6b,2.92b,73.533.3 nd,73.533.3 nd,138 55.2a,89.7 8.9a,29.712.5a,15150.387.111.6,15150.387.111.6,208  27.2a,64  18.9a,630125a
21,Boiled,91.1b 13.44.8a,91.1b 13.44.8a,44.3  14.9a 12.5  6.9a,44.3  14.9a 12.5  6.9a,9.2  3.3b,nd,88.5  30.8a,96.6  11.7a,13.8  9.1a,71.5 46.2a 54.7 15.3b,71.5 46.2a 54.7 15.3b,122 33.7b,34.117.4a,392130b
