,0,1,2,3,4,5,6,7,8,9,10,11,12
0,,Kae 3-G,,Kae 3-AcG II,,Pel 3-G,,p-C-ald II,,F-ald III,,S-ald IV,
1,Model,,**,,**,,**,,**,,**,,**
2,bo,3.92 106,,1.49 106,,7.38 105,,9.05 105,,5.48 106,,4.92 105,
3,b-Amplitude,3.70 105,**,1.02 105,n.s.,9.02 104,**,-,,-,,,
4,b2-Time,2.64 105,***,9.73 104,n.s.,1.81 105,**,2.13 105,**,1.42 106,**,-,**
5,b3-%Ethanol,9.77 105,***,4.87 105,***,1.81 105,**,2.13 105,**,1.42 106,**,1.09 105,**
6,bi3,7.60 105,***,2.29 105,*,8.96 104,**,-,,-,,-,
7,b23,5.89 105,***,1.49 105,n.s.,1.59 105,**,-,,,,-,
8,b32,-4.38 105,*,-2.01 105,*,1.59 105,**,5.59 104,**,2.58 105,n.s.,3.58 104,**
9,Lack of Fit,,n.s.,,n.s.,,n.s.,,n.s.,,n.s.,,n.s.
10,R-Squared,,0.933,,0.903,,0.974,,0.976,,0.927,,0.923
11,Adjusted R2,,0.893,,0.686,,0.959,,0.973,,0.916,,0.912
12,Predicted R2,,0.751,,0.686,,0.910,,0.967,,0.897,,0.884
13,C.V.%,,8.5,,11.8,,5.8,,2.9,,5.7,,5.2
