,0,1,2,3,4,5,6,7,8
0,Name,Time,Moisture (g/100 g)1,Antioxidant activity (umol TE/g),Antioxidant activity (umol TE/g),,,Total phenolic.compounds (mg GAE4/100 g),Total phenolic.compounds (mg GAE4/100 g)
1,,,,ORAC2,,FRAp3,,,
2,,,,Valuess,% Retention,Valuess,% Retention,Values5,% Retention
3,Guava,0,85.91.5s,86.911a,100,57.75.1,100,906144a,100
4,,2wk,87.40.5,66.89.5b,7712.8,62.35.9,1083.9,808110ac,907.6
5,,1 months,87.60.9,67.78.1b,785.9,73.19.0,12710.4,80880.4ac,9011.7
6,,2 months,87.50.7,49.79.9c,578.0,68.04.6,1184.7,73913.8bc,8311.3
7,,3 months,87.30.8,52.85.3bc,619.3,57.5  6.8,1005.6,61540b,69+10.0
8,Makiang,0,85.30.1,2516.0,100,1764.3a,100,1835+28ab,100
9,,2wk,85.10.3,226 17.9,909.0,1691.3a,962.7,203148a,1102.9
10,,1 months,84.50.8,2257.8,905.2,1386.2b,782.6,187580ab,1022.8
11,,2 months,84.80.4,222+21.2,889.8,16512.6a,947.6,1689+157b,927.6
12,,3 months,84.00.6,24314,977.3,1176.8c,675.2,1763147b,968.2
13,Maluod,0,88.6+0.1,23014a,100,31214a,100,81951ad,100
14,,2wk,89.20.2,87.019.9b,3810.7,26710b,864.9,119716c,1468.4
15,,1 months,89.10.3,78.82.3b,342.8,235 6.8c,753.0,757106a,93  12.8
16,,2 months,88.80.4,125.05.9c,547.6,3159.8a,1012.0,98792b,12118.7
17,,3 months,88.50.1,52.84.7d,231.1,230 9.2c,746.3,95661bd,1170.3
