,0,1,2,3,4,5,6,7,8
0,Sample type,,,,Sweetener content [mg/L or mg/kg  SDa (n = 3],,Sweetener content [mg/L or mg/kg  SDa (n = 3],,
1,Sample type,,ACE-K,SAC,ASP,ALI,NHDC,RBA,NEO
2,Beverages,1,25.8  0.420,,,,,,
3,,2,179  2.72,,211  1.33,,,,
4,,3,24.4  0.650,,3390.750,,,,
5,,4,1.820.150,,240.0.770,,,,
6,,5,30.10.950,,347  0.620,,,,
7,,6,170.0.470,,180.3.77,,,,
8,,7,137  2.56,,139  2.60,,,,
9,,8,150.1.37,,210.1.68,,,,
10,,9,36.6  1.65,,396  0.960,,,,
11,,10,81.4  2.32,,312  0.860,,,,
12,,11,93.4  1.85,28.4  0.910,78.2  0.110,,,,
13,,12,,,,,,,72.9  2.92
14,,13,36.6  0.690,,,,,,
15,,14,,52.5  0.160,,,,,
16,,15,6.38  0.370,,,,,,
17,,16,276  0.350,,,,,,
18,,17,182  2.06,,110.1.07,,,,
19,,18,108 0.500,,156  0.260,,,,
20,,19,220.0.0900,,,,,,
21,,20,98.0  0.110,,127 2.13,,,,
22,,21,213  4.74,,,,,,
23,Diabetic jams,22,506 5.25,,282  3.45,,,,
24,,23,526  1.30,,373  5.22,,,,
25,,24,384  2.77,,143  6.61,,,,
26,,25,603  3.03,,47.0  0.800,,,,
27,,26,268  5.85,,,,,,
28,,27,252  7.41,,62.3  1.00,,,,
29,,28,471  6.20,,123  7.94,,,,
30,Candies,29,625  5.52,,,,,,
31,,30,356  6.93,,225  2.81,,,,
32,,31,242  2.40,,2070  3.31,,,,
33,,32,434  2.39,,880.8.58,,,,
34,,33,209  4.37,,679  6.37,,,,
35,,34,415  3.23,,84.9  2.38,,,,
36,,35,206  1.72,,,,,,
37,,36,258  3.44,,686  10.0,,,,
38,,37,349 6.13,,11601.04,,,,
39,,38,381  5.31,,736  1.44,,,,
40,,39,2240  8.55,,40300.250,,,,
41,,40,,,,,,4075.55,
42,,41,,,,,,844  18.1,
43,,42,,,,,,782  14.3,
44,Pharmaceuticals,43,,21.61.17,,,,,
45,,44,401  5.30,,206018.6,,,,
46,,45,314  7.12,,,,,,
47,,46,266  0.920,,,,,,
48,,47,,152  1.49,,,,,
49,,48,,,377  0.0400,,,,
50,,49,,30.6  0.190,570.1.72,,,,
51,,50,,1340  2.89,,,,,
52,,51,,9200  10.7,,,,,
53,,52,,124 0.480,,,,,
54,,53,3370  12.3,,,,,,
55,,54,,818  0.910,,,,,
56,,55,,1300  4.55,,,,,
57,,56,,,2030  63.9,,,,
58,,57,,,1190  4.14,,,,
59,,58,,3520  1.73,,,,,
60,,59,,,1550  2.20,,,,
61,,60,,1140 4.38,,,,,
62,,61,4330  10.9,,3670  9.86,,,,
63,,62,,5911.61,,,,,
64,,63,,4554.85,2050  13.3,,,,
65,,64,,5847.59,,,,,
66,,65,,2480  2.39,,,,,
