,0,1,2,3,4,5
0,,,,,,Water
1,,,,,,(values in Standara
2,,,,,,Tables ofFood
3,,No.of,,Sample wt,Water,Composition in
4,Vegetable,samples,Date purchased,(g),g/100g),"Japan,g/100 g)"
5,Cabbage,5,Sept 1979-June 1982,300-769,94.4 0.4,92.4
6,Carrot,6,July 1980-Dec 1982,286-385,91.00.3,90.4
7,Chinese cabbage,3,Dec 1979-Sept 1982,370-480,96.2  0.3,95.9
8,Cucumber,5,Sept 1979-Nov 1982,227-601,96.3  0.2,96.2
9,Eggplant,5,Sept 1979-May 1982,197-816,94.70.5,94.1
10,Green gram sprouts,5,Dec 1979-July 1982,300-566,94.7  0.5,91.6
11,Japanese radish,5,Dec 1979-June 1982,316-1029,94.8  0.3,94.5
12,Lettuce,5,Oct 1979-July 1982,134-563,96.6  0.3,95.7
13,Onion,5,Dec 1979-Sept 1982,218-560,90.10.5,90.4
14,Spinach,5,Dec 1979-July 1982,270-401,92.4  1.2,90.4
15,Tomato,5,July 1979-Nov 1982,366-640,95.5  0.2,95.0
16,Welsh onion,5,Dec 1979-July 1982,314-685,92.30.5,91.6
