,0,1,2,3,4,5,6
0,Sample,Cc,RSD,Cpc,RSD,C/DC,SHU
1,,[mgg1],[%],[mgg1],[%],Ratio,
2,SPP,ND,,ND,,,
3,chips 1,ND,-,ND,-,-,
4,chips 2,0.0016,2.9,ND,-,-,<100
5,chips 3,0.0014,0.8,ND,-,-,<100
6,chips 4,0.0015,0.9,ND,-,,<100
7,chips 5,0.0047,1.8,0.0022,1.9,2.17,104
8,chips 6,0.005,1.7,0.0026,1.0,1.97,115
9,CHS1,ND,,ND,,,
10,CHS 2,0.0151,3.9,0.0089,2.5,1.68,360
11,CHS 3,0.0139,4.6,0.0089,3.0,1.55,339
12,CHS4,0.0101,2.3,0.0057,2.5,1.78,238
13,CHS 5,0.0911,3.1,0.0906,3.7,1.0,2670
14,CHS 6,0.0539,2.9,0.0477,2.8,1.13,1505
15,CHS 7,0.0787,1.1,0.0619,1.3,1.27,2090
16,chili spray,0.105,0.1,0.039,0.2,2.7,2210
17,Jalapenos,0.143,1.6,0.0845,1.9,1.69,3390
18,HMPP 1,0.137,5.3,0.0893,5.5,1.53,3360
19,HMPP2,0.237,3.1,0.162,2.3,1.46,5930
20,Birds eye 2,7.19,1.7,4.27,1.4,1.68,"171,000"
21,Birds eye 1,7.59,3.2,4.68,2.1,1.62,"183,000"
22,RSH1,17.7,1.9,4.59,1.5,3.87,"344,000"
23,RSH 2,13.9,1.6,4.06,1.3,3.45,"277,000"
24,TrMS 1,92.0,2.1,28.4,1.7,3.24,"1,840,000"
25,TrMS 2,82.0,1.1,30.4,0.5,2.69,"1,710,000"
26,Carolina,98.6,0.8,34.5,0.5,2.85,"2,030,000"
27,reaper,,,,,,
