,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,Cultivara,Speciesb,Maturityc,Skin in,Ne,Color,-Carotene,,-Carotene,,-Carotene F,REh,RAEi,Other,Total,Water
1,,,,sampled,,of,(g/100g),,g/100g),,eqs,g/100gg/100g,g/100gg/100g,carotenoidsi,carotenoidsk,(%)
2,,,,,,fleshf,Range,Average,Range,Average,(g/100g),,,(g/100 g),g/100g),
3,Mejwaan,A.m.,Ripe,No,3,0:8,3370,3410,250270,260,3540,590,295,99,3769,78
4,,,,,,,3450,,,,,,,16,,
5,Mejwaan,A.m.,Ripe,Yes,3,Y/O:,520,520,90-100,95,567,95,47,16,631,73
6,,,,,,1-7,,,,,,,,16,631,
7,Makinono,A.m.,Ripe,No,4,Y:4,102-104,102,<2,<2,103,17,9,26,128,71
8,Petaaktak,A.a.,Ripe,No,3,Y:3,9.29.5,9,6.67,7,12,2,1,42,58,83
9,Bukdo!,A.a.,Ripe,No,3,Y:1,11.4-11.7,11,2.42.6,3,12,2,1,18,32,74
10,Nonnon,A.a.,Mature,No,3,LY<1,7.8-8,8,<2,<2,~9,2,1,20,28,72
11,Petaaktak,A.a.,Mature,No,1,LY<1,<5,<5,<2,<2,~6,1,1,20,20,70
12,Bukdol,A.a.,Mature,No,1,LY<1,<5,<5,<2,<2,~6,1,1,18,18,75
13,Mejenwe!,A.a.,Mature,No,3,LY<1,<5,<5,<2,<2,~6,1,1,16,16,81
