,0,1,2,3,4,5,6
0,,Organic farms,Organic farms,,,,
1,experimental year,2013,,,,,
2,month,V,VI,VII,VIII,IX,X
3,maximum temperature C,19.0,25.0,28.0,26.0,17.0,15.0
4,minimum temperature (C),11.0,15.0,16.0,16.0,8.0,6.0
5,rainfall mm/month (mm),13.6,12.5,5.9,9.0,11.0,6.5
6,sun hours per month (h,229.4,274.5,286.8,275.9,223.0,155.0
7,experimental year,2014,,,,,
8,month,V,VI,VII,VIII,IX,X
9,maximum temperature (C),17.5,22.0,23.5,26.7,20.5,14.3
10,minimum temperature C,8.0,12.5,15.2,13.2,9.5,4.8
11,rainfall mm/month (mm),12.5,9.5,16.5,0.0,1.0,1.5
12,sun hours per month (h),217.0,225.0,232.5,201.5,167.0,139.5
