,0,1,2,3,4
0,Attribute,Loureiro,,Alvarinho,
1,,W2,W3,W2,W3
2,Visual assessment,,,,
3,Clarity,Limpid,Limpid,Limpid,Limpid
4,Colour,Pale citrus,Citrus,Open straw,Open straw
5,Colour quality,2,3,3,3
6,Olfactory assessment,,,,
7,Intensity,3,3,4,3.5
8,Floral,2,2,2,1.5
9,Citrus fruit,3,2,1.5,1
10,Tree fruit,1,2,3,3
11,Tropical fruit,1,1.5,3,2
12,Dried fruit,0,0,0.5,1
13,Vegetal,0,1,0,1
14,Overall sensation,3,3,4,3
15,Gustative assessment,,,,
16,Sweetness,1,1,2,2
17,Acidity,3,3.5,2,2.5
18,Heat,2,2,4,3
19,Bitterness,1,2,0.5,1
20,Structure,3,3,3,3
21,Balance,2.5,3,4,3
22,Persistence,3,3,4,3
23,Overall sensation,3,3,4,3.5
24,Final classification,,,,
25,(Median),13,13,15.5,15
26,(Mean),13.5,12.9,15.6,14.9
