,0,1,2,3,4,5,6,7,8,9
0,Run,Amplitude,Time,Ethanol (%),Kae 3-G,Kae 3-AcG II,Pel 3-G,p-C-ald II,F-ald III,S-ald IV
1,,(%),(min),,,,,,,
2,1,1 (60),-1(10,0 (60),3.49 106,1.29 106,5.72 105,8.93 105,5.66 106,5.06 105
3,2,1 (100),1(10,0 (60),4.03 106,1.55 106,7.23 105,8.64 10s,5.10 106,4.68 105
4,3,1 (60),1(30),0 (60),3.79 106,1.54 106,7.57 105,9.38 105,5.86 106,5.20 105
5,4,1 (100),1 (30,0(60,3.95 106,1.34 106,8.53 105,8.88 105,5.01 106,4.74 105
6,5,-1(60),0 (20),1 (40),4.62 106,1.79 106,7.34 105,1.06 106,6.87 106,5.66 105
7,6,1 (100,0 (20),1(40,4.23 106,1.72 106,7.92 105,1.05 106,6.46 106,5.65 105
8,7,-1 (60,0 (20),1 (80),1.13 106,3.99 105,1.97 105,6.34 105,3.87 106,3.42 105
9,8,1 (100,0 (20),180,3.77 106,1.24 106,6.14 105,6.52 105,3.57 106,3.22 105
10,9,0 (80),-1 (10,1 (40),4.60 106,1.76 106,7.11 105,1.05 106,6.56 106,5.55 105
11,10,0 (80),1 (30),1 (40,4.37 106,1.83 106,8.04 105,1.09 106,6.67 106,5.77 105
12,11,0 (80),1 (10,1 (80),1.49 106,4.47 105,2.18 105,6.34 105,4.20 106,3.98 105
13,12,0 (80),1 (30),1 (80),3.61 106,1.11 106,5.63 105,6.24 105,3.58 106,3.26 105
14,13,0 (80),0 (20),0 (60),3.59 106,1.32 106,7.63 105,8.65 105,5.22 106,4.67 105
15,14,0 (80),0 (20),0 (60),4.02 106,1.52 106,7.45 105,9.18 105,5.40 106,4.79 105
16,15,0 (80),0 (20),0 (60),4.08 106,1.61 106,7.94 105,9.04 105,5.33 106,4.77 105
17,16,0 (80),0 (20),0 (60),4.11 106,1.60 106,7.14 105,9.49 105,5.85 106,5.28 105
18,17,0 (80),0 (20),0 (60),4.18 106,1.63 106,7.18 105,9.29 105,5.89 106,5.10 105
