,0,1,2
0,Sample,Chlorophyll,Reference
1,Crude canola oil,5-25mg/kg,Tautorus and Low1993
2,Canola seeds,2.57-16.95 mg/kg,Khattab et al.2010
3,28samples,,
4,Canola cakes,5.38-8.52 mg/kg,Khattab et al.2010
5,(3 samples),,
6,Canola meals,1.15-6.19mg/kg,Khattab et al.2010
7,(6 samples),,
8,Canola seeds,9-136mg/kg,Daun and Symons (2000)
9,Pressed canola oil,56mg/kg,Ward et al.1994
10,Crude canola oil,58 mg/kg,Ward et al.1994
11,Degumming,45 mg/kg,Ward et al.1994
12,canola oil,,
13,Crude canola oil,15-30mg/kg,Tautorus and Low1993
14,Pressed canola oil,28 mg/kg,Ward et al.(1994
15,Solvent-extracted,54 mg/kg,Ward et al.1994
16,canola oil,,
17,Crude canola oil,79 mg/kg,Ward et al.1994
18,Oil from normal,15-20g/mL,Levadoux et al.1987
19,canola seed,,
20,Oil from frostbitten,50-60 g/mL,Levadoux et al.1987
21,canola seed,,
22,Hull of canola seed,49.4 mg/kg,Suzuki and Nishioka1993
23,Pressed canola oil,18 mg/kg,Suzuki and Nishioka1993
24,Solvent-extracted,26 mg/kg,Suzuki and Nishioka(1993
25,canola oil,,
26,Pressed+solvent,19.8 mg/kg,Suzuki and Nishioka1993
27,extracted canola oil,,
28,Degumming canola oil,19.3 mg/kg,Suzuki and Nishioka(1993
29,Alkali-refined canola oil,18.5 mg/kg,Suzuki and Nishioka1993
